Packet Number,Source MAC,Destination MAC,EtherType,IP Version,Source IP,Destination IP,Header Length (bytes),Total Length (bytes),TTL,Protocol,Checksum,Flags,Fragment Offset,Identification,Source Port,Destination Port,Sequence Number,Acknowledgment Number,TCP Flags,Window Size,Urgent Pointer
1446,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,18803.0,DF,0.0,28945.0,54224.0,5000.0,1384312755.0,3740495048.0,A,331.0,0.0
1447,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,19411.0,DF,0.0,28946.0,54224.0,5000.0,1384314203.0,3740495048.0,A,331.0,0.0
1448,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,33198.0,DF,0.0,17227.0,5000.0,54224.0,3740495048.0,1384278003.0,A,330.0,0.0
1449,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,17434.0,DF,0.0,28947.0,54224.0,5000.0,1384315651.0,3740495048.0,A,331.0,0.0
1450,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,15472.0,DF,0.0,28948.0,54224.0,5000.0,1384317099.0,3740495048.0,A,331.0,0.0
1451,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,30292.0,DF,0.0,17228.0,5000.0,54224.0,3740495048.0,1384280899.0,A,330.0,0.0
1452,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,13500.0,DF,0.0,28949.0,54224.0,5000.0,1384318547.0,3740495048.0,A,331.0,0.0
1453,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,11538.0,DF,0.0,28950.0,54224.0,5000.0,1384319995.0,3740495048.0,A,331.0,0.0
1454,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,27386.0,DF,0.0,17229.0,5000.0,54224.0,3740495048.0,1384283795.0,A,330.0,0.0
1455,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,12136.0,DF,0.0,28951.0,54224.0,5000.0,1384321443.0,3740495048.0,A,331.0,0.0
1456,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,10174.0,DF,0.0,28952.0,54224.0,5000.0,1384322891.0,3740495048.0,A,331.0,0.0
1457,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,24480.0,DF,0.0,17230.0,5000.0,54224.0,3740495048.0,1384286691.0,A,330.0,0.0
1458,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,8203.0,DF,0.0,28953.0,54224.0,5000.0,1384324339.0,3740495048.0,A,331.0,0.0
1459,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,6241.0,DF,0.0,28954.0,54224.0,5000.0,1384325787.0,3740495048.0,A,331.0,0.0
1460,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,21570.0,DF,0.0,17231.0,5000.0,54224.0,3740495048.0,1384289587.0,A,330.0,0.0
1461,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,4264.0,DF,0.0,28955.0,54224.0,5000.0,1384327235.0,3740495048.0,A,331.0,0.0
1462,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,4872.0,DF,0.0,28956.0,54224.0,5000.0,1384328683.0,3740495048.0,A,331.0,0.0
1463,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,18669.0,DF,0.0,17232.0,5000.0,54224.0,3740495048.0,1384292483.0,A,330.0,0.0
1464,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,2900.0,DF,0.0,28957.0,54224.0,5000.0,1384330131.0,3740495048.0,A,331.0,0.0
1465,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,938.0,DF,0.0,28958.0,54224.0,5000.0,1384331579.0,3740495048.0,A,331.0,0.0
1466,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,64503.0,DF,0.0,28959.0,54224.0,5000.0,1384333027.0,3740495048.0,PA,331.0,0.0
1467,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,14294.0,DF,0.0,17233.0,5000.0,54224.0,3740495048.0,1384296827.0,A,330.0,0.0
1468,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,62498.0,DF,0.0,28960.0,54224.0,5000.0,1384334475.0,3740495048.0,A,331.0,0.0
1469,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,63106.0,DF,0.0,28961.0,54224.0,5000.0,1384335923.0,3740495048.0,A,331.0,0.0
1470,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,11354.0,DF,0.0,17234.0,5000.0,54224.0,3740495048.0,1384299723.0,A,330.0,0.0
1471,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,61125.0,DF,0.0,28962.0,54224.0,5000.0,1384337371.0,3740495048.0,A,331.0,0.0
1472,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,59163.0,DF,0.0,28963.0,54224.0,5000.0,1384338819.0,3740495048.0,A,331.0,0.0
1473,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,8448.0,DF,0.0,17235.0,5000.0,54224.0,3740495048.0,1384302619.0,A,330.0,0.0
1474,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,57191.0,DF,0.0,28964.0,54224.0,5000.0,1384340267.0,3740495048.0,A,331.0,0.0
1475,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,55229.0,DF,0.0,28965.0,54224.0,5000.0,1384341715.0,3740495048.0,A,331.0,0.0
1476,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,5542.0,DF,0.0,17236.0,5000.0,54224.0,3740495048.0,1384305515.0,A,330.0,0.0
1477,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,55828.0,DF,0.0,28966.0,54224.0,5000.0,1384343163.0,3740495048.0,A,331.0,0.0
1478,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,53866.0,DF,0.0,28967.0,54224.0,5000.0,1384344611.0,3740495048.0,A,331.0,0.0
1479,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,2632.0,DF,0.0,17237.0,5000.0,54224.0,3740495048.0,1384308411.0,A,330.0,0.0
1480,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,51889.0,DF,0.0,28968.0,54224.0,5000.0,1384346059.0,3740495048.0,A,331.0,0.0
1481,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,49927.0,DF,0.0,28969.0,54224.0,5000.0,1384347507.0,3740495048.0,A,331.0,0.0
1482,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,65261.0,DF,0.0,17238.0,5000.0,54224.0,3740495048.0,1384311307.0,A,330.0,0.0
1483,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,47956.0,DF,0.0,28970.0,54224.0,5000.0,1384348955.0,3740495048.0,A,331.0,0.0
1484,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,48564.0,DF,0.0,28971.0,54224.0,5000.0,1384350403.0,3740495048.0,A,331.0,0.0
1485,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,60903.0,DF,0.0,17239.0,5000.0,54224.0,3740495048.0,1384315651.0,A,330.0,0.0
1486,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,46583.0,DF,0.0,28972.0,54224.0,5000.0,1384351851.0,3740495048.0,A,331.0,0.0
1487,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,44621.0,DF,0.0,28973.0,54224.0,5000.0,1384353299.0,3740495048.0,A,331.0,0.0
1488,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,42658.0,DF,0.0,28974.0,54224.0,5000.0,1384354747.0,3740495048.0,A,331.0,0.0
1489,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,57987.0,DF,0.0,17240.0,5000.0,54224.0,3740495048.0,1384318547.0,A,330.0,0.0
1490,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,40681.0,DF,0.0,28975.0,54224.0,5000.0,1384356195.0,3740495048.0,A,331.0,0.0
1491,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,41289.0,DF,0.0,28976.0,54224.0,5000.0,1384357643.0,3740495048.0,A,331.0,0.0
1492,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,55081.0,DF,0.0,17241.0,5000.0,54224.0,3740495048.0,1384321443.0,A,330.0,0.0
1493,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,39318.0,DF,0.0,28977.0,54224.0,5000.0,1384359091.0,3740495048.0,A,331.0,0.0
1494,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,37356.0,DF,0.0,28978.0,54224.0,5000.0,1384360539.0,3740495048.0,A,331.0,0.0
1495,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,52175.0,DF,0.0,17242.0,5000.0,54224.0,3740495048.0,1384324339.0,A,330.0,0.0
1496,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,35384.0,DF,0.0,28979.0,54224.0,5000.0,1384361987.0,3740495048.0,A,331.0,0.0
1497,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,33422.0,DF,0.0,28980.0,54224.0,5000.0,1384363435.0,3740495048.0,A,331.0,0.0
1498,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,49270.0,DF,0.0,17243.0,5000.0,54224.0,3740495048.0,1384327235.0,A,330.0,0.0
1499,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,34020.0,DF,0.0,28981.0,54224.0,5000.0,1384364883.0,3740495048.0,A,331.0,0.0
1500,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,32058.0,DF,0.0,28982.0,54224.0,5000.0,1384366331.0,3740495048.0,A,331.0,0.0
1501,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,46359.0,DF,0.0,17244.0,5000.0,54224.0,3740495048.0,1384330131.0,A,330.0,0.0
1502,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,30082.0,DF,0.0,28983.0,54224.0,5000.0,1384367779.0,3740495048.0,A,331.0,0.0
1503,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,28120.0,DF,0.0,28984.0,54224.0,5000.0,1384369227.0,3740495048.0,A,331.0,0.0
1504,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,43453.0,DF,0.0,17245.0,5000.0,54224.0,3740495048.0,1384333027.0,A,330.0,0.0
1505,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,26148.0,DF,0.0,28985.0,54224.0,5000.0,1384370675.0,3740495048.0,A,331.0,0.0
1506,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,26756.0,DF,0.0,28986.0,54224.0,5000.0,1384372123.0,3740495048.0,A,331.0,0.0
1507,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,42003.0,DF,0.0,17246.0,5000.0,54224.0,3740495048.0,1384334475.0,A,330.0,0.0
1508,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,24789.0,DF,0.0,28987.0,54224.0,5000.0,1384373571.0,3740495048.0,A,331.0,0.0
1509,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,22827.0,DF,0.0,28988.0,54224.0,5000.0,1384375019.0,3740495048.0,A,331.0,0.0
1510,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,39059.0,DF,0.0,17247.0,5000.0,54224.0,3740495048.0,1384337371.0,A,330.0,0.0
1511,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,20811.0,DF,0.0,28989.0,54224.0,5000.0,1384376467.0,3740495048.0,PA,331.0,0.0
1512,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,36143.0,DF,0.0,17248.0,5000.0,54224.0,3740495048.0,1384340267.0,A,330.0,0.0
1513,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,18837.0,DF,0.0,28990.0,54224.0,5000.0,1384377915.0,3740495048.0,A,331.0,0.0
1514,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,19445.0,DF,0.0,28991.0,54224.0,5000.0,1384379363.0,3740495048.0,A,331.0,0.0
1515,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,33237.0,DF,0.0,17249.0,5000.0,54224.0,3740495048.0,1384343163.0,A,330.0,0.0
1516,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,17474.0,DF,0.0,28992.0,54224.0,5000.0,1384380811.0,3740495048.0,A,331.0,0.0
1517,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,15512.0,DF,0.0,28993.0,54224.0,5000.0,1384382259.0,3740495048.0,A,331.0,0.0
1518,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,30333.0,DF,0.0,17250.0,5000.0,54224.0,3740495048.0,1384346059.0,A,330.0,0.0
1519,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,13541.0,DF,0.0,28994.0,54224.0,5000.0,1384383707.0,3740495048.0,A,331.0,0.0
1520,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,11579.0,DF,0.0,28995.0,54224.0,5000.0,1384385155.0,3740495048.0,A,331.0,0.0
1521,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,27421.0,DF,0.0,17251.0,5000.0,54224.0,3740495048.0,1384348955.0,A,330.0,0.0
1522,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,12172.0,DF,0.0,28996.0,54224.0,5000.0,1384386603.0,3740495048.0,A,331.0,0.0
1523,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,10210.0,DF,0.0,28997.0,54224.0,5000.0,1384388051.0,3740495048.0,A,331.0,0.0
1524,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,24517.0,DF,0.0,17252.0,5000.0,54224.0,3740495048.0,1384351851.0,A,330.0,0.0
1525,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,8239.0,DF,0.0,28998.0,54224.0,5000.0,1384389499.0,3740495048.0,A,331.0,0.0
1526,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,6277.0,DF,0.0,28999.0,54224.0,5000.0,1384390947.0,3740495048.0,A,331.0,0.0
1527,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,21601.0,DF,0.0,17253.0,5000.0,54224.0,3740495048.0,1384354747.0,A,330.0,0.0
1528,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,4295.0,DF,0.0,29000.0,54224.0,5000.0,1384392395.0,3740495048.0,A,331.0,0.0
1529,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,4903.0,DF,0.0,29001.0,54224.0,5000.0,1384393843.0,3740495048.0,A,331.0,0.0
1530,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,17248.0,DF,0.0,17254.0,5000.0,54224.0,3740495048.0,1384359091.0,A,330.0,0.0
1531,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,2926.0,DF,0.0,29002.0,54224.0,5000.0,1384395291.0,3740495048.0,A,331.0,0.0
1532,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,964.0,DF,0.0,29003.0,54224.0,5000.0,1384396739.0,3740495048.0,A,331.0,0.0
1533,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,64536.0,DF,0.0,29004.0,54224.0,5000.0,1384398187.0,3740495048.0,A,331.0,0.0
1534,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,14336.0,DF,0.0,17255.0,5000.0,54224.0,3740495048.0,1384361987.0,A,330.0,0.0
1535,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,62565.0,DF,0.0,29005.0,54224.0,5000.0,1384399635.0,3740495048.0,A,331.0,0.0
1536,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,63173.0,DF,0.0,29006.0,54224.0,5000.0,1384401083.0,3740495048.0,A,331.0,0.0
1537,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,11431.0,DF,0.0,17256.0,5000.0,54224.0,3740495048.0,1384364883.0,A,330.0,0.0
1538,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,61202.0,DF,0.0,29007.0,54224.0,5000.0,1384402531.0,3740495048.0,A,331.0,0.0
1539,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,59240.0,DF,0.0,29008.0,54224.0,5000.0,1384403979.0,3740495048.0,A,331.0,0.0
1540,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,8525.0,DF,0.0,17257.0,5000.0,54224.0,3740495048.0,1384367779.0,A,330.0,0.0
1541,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,57268.0,DF,0.0,29009.0,54224.0,5000.0,1384405427.0,3740495048.0,A,331.0,0.0
1542,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,55306.0,DF,0.0,29010.0,54224.0,5000.0,1384406875.0,3740495048.0,A,331.0,0.0
1543,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,5615.0,DF,0.0,17258.0,5000.0,54224.0,3740495048.0,1384370675.0,A,330.0,0.0
1544,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,55900.0,DF,0.0,29011.0,54224.0,5000.0,1384408323.0,3740495048.0,A,331.0,0.0
1545,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,53938.0,DF,0.0,29012.0,54224.0,5000.0,1384409771.0,3740495048.0,A,331.0,0.0
1546,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,2709.0,DF,0.0,17259.0,5000.0,54224.0,3740495048.0,1384373571.0,A,330.0,0.0
1547,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,51966.0,DF,0.0,29013.0,54224.0,5000.0,1384411219.0,3740495048.0,A,331.0,0.0
1548,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,50004.0,DF,0.0,29014.0,54224.0,5000.0,1384412667.0,3740495048.0,A,331.0,0.0
1549,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,48042.0,DF,0.0,29015.0,54224.0,5000.0,1384414115.0,3740495048.0,A,331.0,0.0
1550,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,300.0,64.0,6.0,8045.0,DF,0.0,29016.0,54224.0,5000.0,1384415563.0,3740495048.0,A,331.0,0.0
1551,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,65340.0,DF,0.0,17260.0,5000.0,54224.0,3740495048.0,1384376467.0,A,330.0,0.0
1552,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,47878.0,DF,0.0,29017.0,54224.0,5000.0,1384415811.0,3740495048.0,A,331.0,0.0
1553,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,45916.0,DF,0.0,29018.0,54224.0,5000.0,1384417259.0,3740495048.0,A,331.0,0.0
1554,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,63848.0,DF,0.0,17261.0,5000.0,54224.0,3740495048.0,1384377915.0,A,330.0,0.0
