Packet Number,Source IP,Destination IP,IHL(byte),DSCP,ECN,Protocol
1063,172.16.10.1,172.16.11.1,20,0,0,6
1064,172.16.10.1,172.16.11.1,20,0,0,6
1065,172.16.11.1,172.16.10.1,20,0,0,6
1066,172.16.11.1,172.16.10.1,20,0,0,6
1067,172.16.10.1,172.16.11.1,20,0,0,6
1068,172.16.11.1,172.16.10.1,20,0,0,6
1069,172.16.11.1,172.16.10.1,20,0,0,6
1070,172.16.10.1,172.16.11.1,20,0,0,6
1071,172.16.11.1,172.16.10.1,20,0,0,6
1072,172.16.11.1,172.16.10.1,20,0,0,6
1073,172.16.10.1,172.16.11.1,20,0,0,6
1074,172.16.11.1,172.16.10.1,20,0,0,6
1075,172.16.11.1,172.16.10.1,20,0,0,6
1076,172.16.10.1,172.16.11.1,20,0,0,6
1077,172.16.11.1,172.16.10.1,20,0,0,6
1078,172.16.11.1,172.16.10.1,20,0,0,6
1079,172.16.10.1,172.16.11.1,20,0,0,6
1080,172.16.11.1,172.16.10.1,20,0,0,6
1081,172.16.10.1,172.16.11.1,20,0,0,6
1082,172.16.11.1,172.16.10.1,20,0,0,6
1083,172.16.11.1,172.16.10.1,20,0,0,6
1084,172.16.10.1,172.16.11.1,20,0,0,6
1085,172.16.11.1,172.16.10.1,20,0,0,6
1086,172.16.11.1,172.16.10.1,20,0,0,6
1087,172.16.10.1,172.16.11.1,20,0,0,6
1088,172.16.11.1,172.16.10.1,20,0,0,6
1089,172.16.11.1,172.16.10.1,20,0,0,6
1090,172.16.10.1,172.16.11.1,20,0,0,6
1091,172.16.11.1,172.16.10.1,20,0,0,6
1092,172.16.11.1,172.16.10.1,20,0,0,6
1093,172.16.10.1,172.16.11.1,20,0,0,6
1094,172.16.11.1,172.16.10.1,20,0,0,6
1095,172.16.11.1,172.16.10.1,20,0,0,6
1096,172.16.11.1,172.16.10.1,20,0,0,6
1097,172.16.11.1,172.16.10.1,20,0,0,6
1098,172.16.10.1,172.16.11.1,20,0,0,6
1099,172.16.10.1,172.16.11.1,20,0,0,6
1100,172.16.11.1,172.16.10.1,20,0,0,6
1101,172.16.11.1,172.16.10.1,20,0,0,6
1102,172.16.10.1,172.16.11.1,20,0,0,6
1103,172.16.11.1,172.16.10.1,20,0,0,6
1104,172.16.11.1,172.16.10.1,20,0,0,6
1105,172.16.10.1,172.16.11.1,20,0,0,6
1106,172.16.11.1,172.16.10.1,20,0,0,6
1107,172.16.11.1,172.16.10.1,20,0,0,6
1108,172.16.10.1,172.16.11.1,20,0,0,6
1109,172.16.11.1,172.16.10.1,20,0,0,6
1110,172.16.11.1,172.16.10.1,20,0,0,6
1111,172.16.10.1,172.16.11.1,20,0,0,6
1112,172.16.11.1,172.16.10.1,20,0,0,6
1113,172.16.11.1,172.16.10.1,20,0,0,6
1114,172.16.10.1,172.16.11.1,20,0,0,6
1115,172.16.11.1,172.16.10.1,20,0,0,6
1116,172.16.11.1,172.16.10.1,20,0,0,6
1117,172.16.11.1,172.16.10.1,20,0,0,6
1118,172.16.10.1,172.16.11.1,20,0,0,6
1119,172.16.11.1,172.16.10.1,20,0,0,6
1120,172.16.11.1,172.16.10.1,20,0,0,6
1121,172.16.10.1,172.16.11.1,20,0,0,6
1122,172.16.11.1,172.16.10.1,20,0,0,6
1123,172.16.11.1,172.16.10.1,20,0,0,6
1124,172.16.10.1,172.16.11.1,20,0,0,6
1125,172.16.11.1,172.16.10.1,20,0,0,6
1126,172.16.11.1,172.16.10.1,20,0,0,6
1127,172.16.10.1,172.16.11.1,20,0,0,6
1128,172.16.11.1,172.16.10.1,20,0,0,6
1129,172.16.11.1,172.16.10.1,20,0,0,6
1130,172.16.10.1,172.16.11.1,20,0,0,6
1131,172.16.11.1,172.16.10.1,20,0,0,6
1132,172.16.11.1,172.16.10.1,20,0,0,6
1133,172.16.10.1,172.16.11.1,20,0,0,6
1134,172.16.11.1,172.16.10.1,20,0,0,6
1135,172.16.11.1,172.16.10.1,20,0,0,6
1136,172.16.10.1,172.16.11.1,20,0,0,6
1137,172.16.11.1,172.16.10.1,20,0,0,6
1138,172.16.11.1,172.16.10.1,20,0,0,6
1139,172.16.10.1,172.16.11.1,20,0,0,6
1140,172.16.11.1,172.16.10.1,20,0,0,6
1141,172.16.11.1,172.16.10.1,20,0,0,6
1142,172.16.10.1,172.16.11.1,20,0,0,6
1143,172.16.11.1,172.16.10.1,20,0,0,6
1144,172.16.11.1,172.16.10.1,20,0,0,6
1145,172.16.10.1,172.16.11.1,20,0,0,6
1146,172.16.11.1,172.16.10.1,20,0,0,6
1147,172.16.11.1,172.16.10.1,20,0,0,6
1148,172.16.10.1,172.16.11.1,20,0,0,6
1149,172.16.11.1,172.16.10.1,20,0,0,6
1150,172.16.10.1,172.16.11.1,20,0,0,6
1151,172.16.11.1,172.16.10.1,20,0,0,6
1152,172.16.11.1,172.16.10.1,20,0,0,6
1153,172.16.10.1,172.16.11.1,20,0,0,6
1154,172.16.11.1,172.16.10.1,20,0,0,6
1155,172.16.11.1,172.16.10.1,20,0,0,6
1156,172.16.10.1,172.16.11.1,20,0,0,6
1157,172.16.11.1,172.16.10.1,20,0,0,6
1158,172.16.11.1,172.16.10.1,20,0,0,6
1159,172.16.10.1,172.16.11.1,20,0,0,6
1160,172.16.11.1,172.16.10.1,20,0,0,6
1161,172.16.11.1,172.16.10.1,20,0,0,6
1162,172.16.10.1,172.16.11.1,20,0,0,6
1163,172.16.11.1,172.16.10.1,20,0,0,6
1164,172.16.11.1,172.16.10.1,20,0,0,6
1165,172.16.11.1,172.16.10.1,20,0,0,6
1166,172.16.11.1,172.16.10.1,20,0,0,6
1167,172.16.10.1,172.16.11.1,20,0,0,6
1168,172.16.11.1,172.16.10.1,20,0,0,6
1169,172.16.11.1,172.16.10.1,20,0,0,6
1170,172.16.10.1,172.16.11.1,20,0,0,6
1171,172.16.11.1,172.16.10.1,20,0,0,6
1172,172.16.10.1,172.16.11.1,20,0,0,6
1173,172.16.11.1,172.16.10.1,20,0,0,6
1174,172.16.11.1,172.16.10.1,20,0,0,6
1175,172.16.10.1,172.16.11.1,20,0,0,6
1176,172.16.11.1,172.16.10.1,20,0,0,6
1177,172.16.11.1,172.16.10.1,20,0,0,6
1178,172.16.10.1,172.16.11.1,20,0,0,6
1179,172.16.11.1,172.16.10.1,20,0,0,6
1180,172.16.11.1,172.16.10.1,20,0,0,6
1181,172.16.10.1,172.16.11.1,20,0,0,6
1182,172.16.11.1,172.16.10.1,20,0,0,6
1183,172.16.11.1,172.16.10.1,20,0,0,6
1184,172.16.10.1,172.16.11.1,20,0,0,6
1185,172.16.11.1,172.16.10.1,20,0,0,6
1186,172.16.11.1,172.16.10.1,20,0,0,6
1187,172.16.10.1,172.16.11.1,20,0,0,6
1188,172.16.11.1,172.16.10.1,20,0,0,6
1189,172.16.11.1,172.16.10.1,20,0,0,6
1190,172.16.10.1,172.16.11.1,20,0,0,6
1191,172.16.11.1,172.16.10.1,20,0,0,6
1192,172.16.11.1,172.16.10.1,20,0,0,6
1193,172.16.10.1,172.16.11.1,20,0,0,6
1194,172.16.11.1,172.16.10.1,20,0,0,6
1195,172.16.10.1,172.16.11.1,20,0,0,6
1196,172.16.11.1,172.16.10.1,20,0,0,6
1197,172.16.11.1,172.16.10.1,20,0,0,6
1198,172.16.11.1,172.16.10.1,20,0,0,6
1199,172.16.11.1,172.16.10.1,20,0,0,6
1200,172.16.10.1,172.16.11.1,20,0,0,6
1201,172.16.11.1,172.16.10.1,20,0,0,6
1202,172.16.11.1,172.16.10.1,20,0,0,6
1203,172.16.10.1,172.16.11.1,20,0,0,6
1204,172.16.11.1,172.16.10.1,20,0,0,6
1205,172.16.11.1,172.16.10.1,20,0,0,6
1206,172.16.10.1,172.16.11.1,20,0,0,6
1207,172.16.11.1,172.16.10.1,20,0,0,6
1208,172.16.11.1,172.16.10.1,20,0,0,6
1209,172.16.10.1,172.16.11.1,20,0,0,6
1210,172.16.11.1,172.16.10.1,20,0,0,6
1211,172.16.11.1,172.16.10.1,20,0,0,6
1212,172.16.10.1,172.16.11.1,20,0,0,6
1213,172.16.11.1,172.16.10.1,20,0,0,6
1214,172.16.11.1,172.16.10.1,20,0,0,6
1215,172.16.10.1,172.16.11.1,20,0,0,6
1216,172.16.11.1,172.16.10.1,20,0,0,6
1217,172.16.10.1,172.16.11.1,20,0,0,6
1218,172.16.11.1,172.16.10.1,20,0,0,6
1219,172.16.10.1,172.16.11.1,20,0,0,6
1220,172.16.11.1,172.16.10.1,20,0,0,6
1221,172.16.11.1,172.16.10.1,20,0,0,6
1222,172.16.10.1,172.16.11.1,20,0,0,6
1223,172.16.11.1,172.16.10.1,20,0,0,6
1224,172.16.11.1,172.16.10.1,20,0,0,6
1225,172.16.10.1,172.16.11.1,20,0,0,6
1226,172.16.11.1,172.16.10.1,20,0,0,6
1227,172.16.11.1,172.16.10.1,20,0,0,6
1228,172.16.10.1,172.16.11.1,20,0,0,6
1229,172.16.11.1,172.16.10.1,20,0,0,6
1230,172.16.11.1,172.16.10.1,20,0,0,6
1231,172.16.10.1,172.16.11.1,20,0,0,6
1232,172.16.11.1,172.16.10.1,20,0,0,6
1233,172.16.11.1,172.16.10.1,20,0,0,6
1234,172.16.10.1,172.16.11.1,20,0,0,6
1235,172.16.11.1,172.16.10.1,20,0,0,6
1236,172.16.11.1,172.16.10.1,20,0,0,6
1237,172.16.10.1,172.16.11.1,20,0,0,6
1238,172.16.11.1,172.16.10.1,20,0,0,6
1239,172.16.11.1,172.16.10.1,20,0,0,6
1240,172.16.11.1,172.16.10.1,20,0,0,6
1241,172.16.10.1,172.16.11.1,20,0,0,6
1242,172.16.11.1,172.16.10.1,20,0,0,6
1243,172.16.11.1,172.16.10.1,20,0,0,6
1244,172.16.10.1,172.16.11.1,20,0,0,6
1245,172.16.11.1,172.16.10.1,20,0,0,6
1246,172.16.11.1,172.16.10.1,20,0,0,6
1247,172.16.10.1,172.16.11.1,20,0,0,6
1248,172.16.11.1,172.16.10.1,20,0,0,6
1249,172.16.11.1,172.16.10.1,20,0,0,6
1250,172.16.10.1,172.16.11.1,20,0,0,6
1251,172.16.11.1,172.16.10.1,20,0,0,6
1252,172.16.11.1,172.16.10.1,20,0,0,6
1253,172.16.10.1,172.16.11.1,20,0,0,6
1254,172.16.11.1,172.16.10.1,20,0,0,6
1255,172.16.11.1,172.16.10.1,20,0,0,6
1256,172.16.10.1,172.16.11.1,20,0,0,6
1257,172.16.11.1,172.16.10.1,20,0,0,6
1258,172.16.11.1,172.16.10.1,20,0,0,6
1259,172.16.10.1,172.16.11.1,20,0,0,6
1260,172.16.11.1,172.16.10.1,20,0,0,6
1261,172.16.11.1,172.16.10.1,20,0,0,6
1262,172.16.10.1,172.16.11.1,20,0,0,6
1263,172.16.11.1,172.16.10.1,20,0,0,6
1264,172.16.10.1,172.16.11.1,20,0,0,6
1265,172.16.11.1,172.16.10.1,20,0,0,6
1266,172.16.11.1,172.16.10.1,20,0,0,6
1267,172.16.10.1,172.16.11.1,20,0,0,6
1268,172.16.11.1,172.16.10.1,20,0,0,6
1269,172.16.11.1,172.16.10.1,20,0,0,6
1270,172.16.10.1,172.16.11.1,20,0,0,6
1271,172.16.11.1,172.16.10.1,20,0,0,6
1272,172.16.11.1,172.16.10.1,20,0,0,6
1273,172.16.10.1,172.16.11.1,20,0,0,6
1274,172.16.11.1,172.16.10.1,20,0,0,6
1275,172.16.11.1,172.16.10.1,20,0,0,6
1276,172.16.10.1,172.16.11.1,20,0,0,6
1277,172.16.11.1,172.16.10.1,20,0,0,6
1278,172.16.11.1,172.16.10.1,20,0,0,6
1279,172.16.10.1,172.16.11.1,20,0,0,6
1280,172.16.11.1,172.16.10.1,20,0,0,6
1281,172.16.11.1,172.16.10.1,20,0,0,6
1282,172.16.10.1,172.16.11.1,20,0,0,6
1283,172.16.11.1,172.16.10.1,20,0,0,6
1284,172.16.11.1,172.16.10.1,20,0,0,6
1285,172.16.11.1,172.16.10.1,20,0,0,6
1286,172.16.10.1,172.16.11.1,20,0,0,6
1287,172.16.11.1,172.16.10.1,20,0,0,6
1288,172.16.11.1,172.16.10.1,20,0,0,6
1289,172.16.10.1,172.16.11.1,20,0,0,6
1290,172.16.11.1,172.16.10.1,20,0,0,6
1291,172.16.11.1,172.16.10.1,20,0,0,6
1292,172.16.10.1,172.16.11.1,20,0,0,6
1293,172.16.11.1,172.16.10.1,20,0,0,6
1294,172.16.11.1,172.16.10.1,20,0,0,6
1295,172.16.10.1,172.16.11.1,20,0,0,6
1296,172.16.11.1,172.16.10.1,20,0,0,6
1297,172.16.11.1,172.16.10.1,20,0,0,6
1298,172.16.10.1,172.16.11.1,20,0,0,6
1299,172.16.11.1,172.16.10.1,20,0,0,6
1300,172.16.11.1,172.16.10.1,20,0,0,6
1301,172.16.10.1,172.16.11.1,20,0,0,6
1302,172.16.11.1,172.16.10.1,20,0,0,6
1303,172.16.11.1,172.16.10.1,20,0,0,6
1304,172.16.10.1,172.16.11.1,20,0,0,6
1305,172.16.11.1,172.16.10.1,20,0,0,6
1306,172.16.11.1,172.16.10.1,20,0,0,6
1307,172.16.10.1,172.16.11.1,20,0,0,6
1308,172.16.11.1,172.16.10.1,20,0,0,6
1309,172.16.10.1,172.16.11.1,20,0,0,6
1310,172.16.11.1,172.16.10.1,20,0,0,6
1311,172.16.11.1,172.16.10.1,20,0,0,6
1312,172.16.10.1,172.16.11.1,20,0,0,6
1313,172.16.11.1,172.16.10.1,20,0,0,6
1314,172.16.11.1,172.16.10.1,20,0,0,6
1315,172.16.10.1,172.16.11.1,20,0,0,6
1316,172.16.11.1,172.16.10.1,20,0,0,6
1317,172.16.11.1,172.16.10.1,20,0,0,6
1318,172.16.10.1,172.16.11.1,20,0,0,6
1319,172.16.11.1,172.16.10.1,20,0,0,6
1320,172.16.11.1,172.16.10.1,20,0,0,6
1321,172.16.10.1,172.16.11.1,20,0,0,6
1322,172.16.11.1,172.16.10.1,20,0,0,6
1323,172.16.11.1,172.16.10.1,20,0,0,6
1324,172.16.10.1,172.16.11.1,20,0,0,6
1325,172.16.11.1,172.16.10.1,20,0,0,6
1326,172.16.11.1,172.16.10.1,20,0,0,6
1327,172.16.10.1,172.16.11.1,20,0,0,6
1328,172.16.11.1,172.16.10.1,20,0,0,6
1329,172.16.11.1,172.16.10.1,20,0,0,6
1330,172.16.11.1,172.16.10.1,20,0,0,6
1331,172.16.10.1,172.16.11.1,20,0,0,6
1332,172.16.11.1,172.16.10.1,20,0,0,6
1333,172.16.11.1,172.16.10.1,20,0,0,6
1334,172.16.10.1,172.16.11.1,20,0,0,6
1335,172.16.11.1,172.16.10.1,20,0,0,6
1336,172.16.11.1,172.16.10.1,20,0,0,6
1337,172.16.10.1,172.16.11.1,20,0,0,6
1338,172.16.11.1,172.16.10.1,20,0,0,6
1339,172.16.11.1,172.16.10.1,20,0,0,6
1340,172.16.10.1,172.16.11.1,20,0,0,6
1341,172.16.11.1,172.16.10.1,20,0,0,6
1342,172.16.11.1,172.16.10.1,20,0,0,6
1343,172.16.10.1,172.16.11.1,20,0,0,6
1344,172.16.11.1,172.16.10.1,20,0,0,6
1345,172.16.11.1,172.16.10.1,20,0,0,6
1346,172.16.11.1,172.16.10.1,20,0,0,6
1347,172.16.11.1,172.16.10.1,20,0,0,6
1348,172.16.10.1,172.16.11.1,20,0,0,6
1349,172.16.11.1,172.16.10.1,20,0,0,6
1350,172.16.11.1,172.16.10.1,20,0,0,6
1351,172.16.10.1,172.16.11.1,20,0,0,6
1352,172.16.11.1,172.16.10.1,20,0,0,6
1353,172.16.11.1,172.16.10.1,20,0,0,6
1354,172.16.10.1,172.16.11.1,20,0,0,6
1355,172.16.11.1,172.16.10.1,20,0,0,6
1356,172.16.11.1,172.16.10.1,20,0,0,6
1357,172.16.10.1,172.16.11.1,20,0,0,6
1358,172.16.11.1,172.16.10.1,20,0,0,6
1359,172.16.11.1,172.16.10.1,20,0,0,6
1360,172.16.10.1,172.16.11.1,20,0,0,6
1361,172.16.11.1,172.16.10.1,20,0,0,6
1362,172.16.11.1,172.16.10.1,20,0,0,6
1363,172.16.10.1,172.16.11.1,20,0,0,6
1364,172.16.11.1,172.16.10.1,20,0,0,6
1365,172.16.11.1,172.16.10.1,20,0,0,6
1366,172.16.10.1,172.16.11.1,20,0,0,6
1367,172.16.11.1,172.16.10.1,20,0,0,6
1368,172.16.11.1,172.16.10.1,20,0,0,6
1369,172.16.10.1,172.16.11.1,20,0,0,6
1370,172.16.11.1,172.16.10.1,20,0,0,6
1371,172.16.11.1,172.16.10.1,20,0,0,6
1372,172.16.10.1,172.16.11.1,20,0,0,6
1373,172.16.11.1,172.16.10.1,20,0,0,6
1374,172.16.11.1,172.16.10.1,20,0,0,6
1375,172.16.10.1,172.16.11.1,20,0,0,6
1376,172.16.11.1,172.16.10.1,20,0,0,6
1377,172.16.10.1,172.16.11.1,20,0,0,6
1378,172.16.11.1,172.16.10.1,20,0,0,6
1379,172.16.11.1,172.16.10.1,20,0,0,6
1380,172.16.10.1,172.16.11.1,20,0,0,6
1381,172.16.11.1,172.16.10.1,20,0,0,6
1382,172.16.11.1,172.16.10.1,20,0,0,6
1383,172.16.10.1,172.16.11.1,20,0,0,6
1384,172.16.11.1,172.16.10.1,20,0,0,6
1385,172.16.11.1,172.16.10.1,20,0,0,6
1386,172.16.10.1,172.16.11.1,20,0,0,6
1387,172.16.11.1,172.16.10.1,20,0,0,6
1388,172.16.11.1,172.16.10.1,20,0,0,6
1389,172.16.10.1,172.16.11.1,20,0,0,6
1390,172.16.11.1,172.16.10.1,20,0,0,6
1391,172.16.11.1,172.16.10.1,20,0,0,6
1392,172.16.10.1,172.16.11.1,20,0,0,6
1393,172.16.11.1,172.16.10.1,20,0,0,6
1394,172.16.11.1,172.16.10.1,20,0,0,6
1395,172.16.10.1,172.16.11.1,20,0,0,6
1396,172.16.11.1,172.16.10.1,20,0,0,6
1397,172.16.11.1,172.16.10.1,20,0,0,6
1398,172.16.10.1,172.16.11.1,20,0,0,6
1399,172.16.11.1,172.16.10.1,20,0,0,6
1400,172.16.10.1,172.16.11.1,20,0,0,6
1401,172.16.11.1,172.16.10.1,20,0,0,6
1402,172.16.11.1,172.16.10.1,20,0,0,6
1403,172.16.10.1,172.16.11.1,20,0,0,6
1404,172.16.11.1,172.16.10.1,20,0,0,6
1405,172.16.11.1,172.16.10.1,20,0,0,6
1406,172.16.10.1,172.16.11.1,20,0,0,6
1407,172.16.11.1,172.16.10.1,20,0,0,6
1408,172.16.11.1,172.16.10.1,20,0,0,6
1409,172.16.10.1,172.16.11.1,20,0,0,6
1410,172.16.11.1,172.16.10.1,20,0,0,6
1411,172.16.11.1,172.16.10.1,20,0,0,6
1412,172.16.10.1,172.16.11.1,20,0,0,6
1413,172.16.11.1,172.16.10.1,20,0,0,6
1414,172.16.11.1,172.16.10.1,20,0,0,6
1415,172.16.10.1,172.16.11.1,20,0,0,6
1416,172.16.11.1,172.16.10.1,20,0,0,6
1417,172.16.11.1,172.16.10.1,20,0,0,6
1418,172.16.10.1,172.16.11.1,20,0,0,6
1419,172.16.11.1,172.16.10.1,20,0,0,6
1420,172.16.11.1,172.16.10.1,20,0,0,6
1421,172.16.11.1,172.16.10.1,20,0,0,6
1422,172.16.10.1,172.16.11.1,20,0,0,6
1423,172.16.11.1,172.16.10.1,20,0,0,6
1424,172.16.11.1,172.16.10.1,20,0,0,6
1425,172.16.10.1,172.16.11.1,20,0,0,6
1426,172.16.11.1,172.16.10.1,20,0,0,6
1427,172.16.11.1,172.16.10.1,20,0,0,6
1428,172.16.10.1,172.16.11.1,20,0,0,6
1429,172.16.11.1,172.16.10.1,20,0,0,6
1430,172.16.11.1,172.16.10.1,20,0,0,6
1431,172.16.10.1,172.16.11.1,20,0,0,6
1432,172.16.11.1,172.16.10.1,20,0,0,6
1433,172.16.11.1,172.16.10.1,20,0,0,6
1434,172.16.10.1,172.16.11.1,20,0,0,6
1435,172.16.11.1,172.16.10.1,20,0,0,6
1436,172.16.11.1,172.16.10.1,20,0,0,6
1437,172.16.10.1,172.16.11.1,20,0,0,6
1438,172.16.11.1,172.16.10.1,20,0,0,6
1439,172.16.11.1,172.16.10.1,20,0,0,6
1440,172.16.10.1,172.16.11.1,20,0,0,6
1441,172.16.11.1,172.16.10.1,20,0,0,6
1442,172.16.11.1,172.16.10.1,20,0,0,6
1443,172.16.10.1,172.16.11.1,20,0,0,6
1444,172.16.11.1,172.16.10.1,20,0,0,6
1445,172.16.10.1,172.16.11.1,20,0,0,6
1446,172.16.11.1,172.16.10.1,20,0,0,6
1447,172.16.11.1,172.16.10.1,20,0,0,6
1448,172.16.10.1,172.16.11.1,20,0,0,6
1449,172.16.11.1,172.16.10.1,20,0,0,6
1450,172.16.11.1,172.16.10.1,20,0,0,6
1451,172.16.10.1,172.16.11.1,20,0,0,6
1452,172.16.11.1,172.16.10.1,20,0,0,6
1453,172.16.11.1,172.16.10.1,20,0,0,6
1454,172.16.10.1,172.16.11.1,20,0,0,6
1455,172.16.11.1,172.16.10.1,20,0,0,6
1456,172.16.11.1,172.16.10.1,20,0,0,6
1457,172.16.10.1,172.16.11.1,20,0,0,6
1458,172.16.11.1,172.16.10.1,20,0,0,6
1459,172.16.11.1,172.16.10.1,20,0,0,6
1460,172.16.10.1,172.16.11.1,20,0,0,6
1461,172.16.11.1,172.16.10.1,20,0,0,6
1462,172.16.11.1,172.16.10.1,20,0,0,6
1463,172.16.10.1,172.16.11.1,20,0,0,6
1464,172.16.11.1,172.16.10.1,20,0,0,6
1465,172.16.11.1,172.16.10.1,20,0,0,6
1466,172.16.11.1,172.16.10.1,20,0,0,6
1467,172.16.10.1,172.16.11.1,20,0,0,6
1468,172.16.11.1,172.16.10.1,20,0,0,6
1469,172.16.11.1,172.16.10.1,20,0,0,6
1470,172.16.10.1,172.16.11.1,20,0,0,6
1471,172.16.11.1,172.16.10.1,20,0,0,6
1472,172.16.11.1,172.16.10.1,20,0,0,6
1473,172.16.10.1,172.16.11.1,20,0,0,6
1474,172.16.11.1,172.16.10.1,20,0,0,6
1475,172.16.11.1,172.16.10.1,20,0,0,6
1476,172.16.10.1,172.16.11.1,20,0,0,6
1477,172.16.11.1,172.16.10.1,20,0,0,6
1478,172.16.11.1,172.16.10.1,20,0,0,6
1479,172.16.10.1,172.16.11.1,20,0,0,6
1480,172.16.11.1,172.16.10.1,20,0,0,6
1481,172.16.11.1,172.16.10.1,20,0,0,6
1482,172.16.10.1,172.16.11.1,20,0,0,6
1483,172.16.11.1,172.16.10.1,20,0,0,6
1484,172.16.11.1,172.16.10.1,20,0,0,6
1485,172.16.10.1,172.16.11.1,20,0,0,6
1486,172.16.11.1,172.16.10.1,20,0,0,6
1487,172.16.11.1,172.16.10.1,20,0,0,6
1488,172.16.11.1,172.16.10.1,20,0,0,6
1489,172.16.10.1,172.16.11.1,20,0,0,6
1490,172.16.11.1,172.16.10.1,20,0,0,6
1491,172.16.11.1,172.16.10.1,20,0,0,6
1492,172.16.10.1,172.16.11.1,20,0,0,6
1493,172.16.11.1,172.16.10.1,20,0,0,6
1494,172.16.11.1,172.16.10.1,20,0,0,6
1495,172.16.10.1,172.16.11.1,20,0,0,6
1496,172.16.11.1,172.16.10.1,20,0,0,6
1497,172.16.11.1,172.16.10.1,20,0,0,6
1498,172.16.10.1,172.16.11.1,20,0,0,6
1499,172.16.11.1,172.16.10.1,20,0,0,6
1500,172.16.11.1,172.16.10.1,20,0,0,6
1501,172.16.10.1,172.16.11.1,20,0,0,6
1502,172.16.11.1,172.16.10.1,20,0,0,6
1503,172.16.11.1,172.16.10.1,20,0,0,6
1504,172.16.10.1,172.16.11.1,20,0,0,6
1505,172.16.11.1,172.16.10.1,20,0,0,6
1506,172.16.11.1,172.16.10.1,20,0,0,6
1507,172.16.10.1,172.16.11.1,20,0,0,6
1508,172.16.11.1,172.16.10.1,20,0,0,6
1509,172.16.11.1,172.16.10.1,20,0,0,6
1510,172.16.10.1,172.16.11.1,20,0,0,6
1511,172.16.11.1,172.16.10.1,20,0,0,6
1512,172.16.10.1,172.16.11.1,20,0,0,6
1513,172.16.11.1,172.16.10.1,20,0,0,6
1514,172.16.11.1,172.16.10.1,20,0,0,6
1515,172.16.10.1,172.16.11.1,20,0,0,6
1516,172.16.11.1,172.16.10.1,20,0,0,6
1517,172.16.11.1,172.16.10.1,20,0,0,6
1518,172.16.10.1,172.16.11.1,20,0,0,6
1519,172.16.11.1,172.16.10.1,20,0,0,6
1520,172.16.11.1,172.16.10.1,20,0,0,6
1521,172.16.10.1,172.16.11.1,20,0,0,6
1522,172.16.11.1,172.16.10.1,20,0,0,6
1523,172.16.11.1,172.16.10.1,20,0,0,6
1524,172.16.10.1,172.16.11.1,20,0,0,6
1525,172.16.11.1,172.16.10.1,20,0,0,6
1526,172.16.11.1,172.16.10.1,20,0,0,6
1527,172.16.10.1,172.16.11.1,20,0,0,6
1528,172.16.11.1,172.16.10.1,20,0,0,6
1529,172.16.11.1,172.16.10.1,20,0,0,6
1530,172.16.10.1,172.16.11.1,20,0,0,6
1531,172.16.11.1,172.16.10.1,20,0,0,6
1532,172.16.11.1,172.16.10.1,20,0,0,6
1533,172.16.11.1,172.16.10.1,20,0,0,6
1534,172.16.10.1,172.16.11.1,20,0,0,6
1535,172.16.11.1,172.16.10.1,20,0,0,6
1536,172.16.11.1,172.16.10.1,20,0,0,6
1537,172.16.10.1,172.16.11.1,20,0,0,6
1538,172.16.11.1,172.16.10.1,20,0,0,6
1539,172.16.11.1,172.16.10.1,20,0,0,6
1540,172.16.10.1,172.16.11.1,20,0,0,6
1541,172.16.11.1,172.16.10.1,20,0,0,6
1542,172.16.11.1,172.16.10.1,20,0,0,6
1543,172.16.10.1,172.16.11.1,20,0,0,6
1544,172.16.11.1,172.16.10.1,20,0,0,6
1545,172.16.11.1,172.16.10.1,20,0,0,6
1546,172.16.10.1,172.16.11.1,20,0,0,6
1547,172.16.11.1,172.16.10.1,20,0,0,6
1548,172.16.11.1,172.16.10.1,20,0,0,6
1549,172.16.11.1,172.16.10.1,20,0,0,6
1550,172.16.11.1,172.16.10.1,20,0,0,6
1551,172.16.10.1,172.16.11.1,20,0,0,6
1552,172.16.11.1,172.16.10.1,20,0,0,6
1553,172.16.11.1,172.16.10.1,20,0,0,6
1554,172.16.10.1,172.16.11.1,20,0,0,6
1555,172.16.11.1,172.16.10.1,20,0,0,6
1556,172.16.10.1,172.16.11.1,20,0,0,6
1557,172.16.11.1,172.16.10.1,20,0,0,6
1558,172.16.10.1,172.16.11.1,20,0,0,6
1559,172.16.11.1,172.16.10.1,20,0,0,6
1560,172.16.11.1,172.16.10.1,20,0,0,6
1561,172.16.10.1,172.16.11.1,20,0,0,6
1562,172.16.11.1,172.16.10.1,20,0,0,6
1563,172.16.11.1,172.16.10.1,20,0,0,6
1564,172.16.10.1,172.16.11.1,20,0,0,6
1565,172.16.11.1,172.16.10.1,20,0,0,6
1566,172.16.11.1,172.16.10.1,20,0,0,6
1567,172.16.11.1,172.16.10.1,20,0,0,6
1568,172.16.10.1,172.16.11.1,20,0,0,6
1569,172.16.11.1,172.16.10.1,20,0,0,6
1570,172.16.11.1,172.16.10.1,20,0,0,6
1571,172.16.10.1,172.16.11.1,20,0,0,6
1572,172.16.11.1,172.16.10.1,20,0,0,6
1573,172.16.11.1,172.16.10.1,20,0,0,6
1574,172.16.10.1,172.16.11.1,20,0,0,6
1575,172.16.11.1,172.16.10.1,20,0,0,6
1576,172.16.11.1,172.16.10.1,20,0,0,6
1577,172.16.10.1,172.16.11.1,20,0,0,6
1578,172.16.11.1,172.16.10.1,20,0,0,6
1579,172.16.11.1,172.16.10.1,20,0,0,6
