Packet Number,Source IP,Destination IP,IHL(byte),DSCP,ECN,Protocol
529,172.16.11.1,172.16.10.1,20,0,0,6
530,172.16.11.1,172.16.10.1,20,0,0,6
531,172.16.10.1,172.16.11.1,20,0,0,6
532,172.16.11.1,172.16.10.1,20,0,0,6
533,172.16.11.1,172.16.10.1,20,0,0,6
534,172.16.11.1,172.16.10.1,20,0,0,6
535,172.16.11.1,172.16.10.1,20,0,0,6
536,172.16.10.1,172.16.11.1,20,0,0,6
537,172.16.11.1,172.16.10.1,20,0,0,6
538,172.16.11.1,172.16.10.1,20,0,0,6
539,172.16.10.1,172.16.11.1,20,0,0,6
540,172.16.11.1,172.16.10.1,20,0,0,6
541,172.16.10.1,172.16.11.1,20,0,0,6
542,172.16.11.1,172.16.10.1,20,0,0,6
543,172.16.11.1,172.16.10.1,20,0,0,6
544,172.16.11.1,172.16.10.1,20,0,0,6
545,172.16.11.1,172.16.10.1,20,0,0,6
546,172.16.10.1,172.16.11.1,20,0,0,6
547,172.16.11.1,172.16.10.1,20,0,0,6
548,172.16.11.1,172.16.10.1,20,0,0,6
549,172.16.10.1,172.16.11.1,20,0,0,6
550,172.16.11.1,172.16.10.1,20,0,0,6
551,172.16.11.1,172.16.10.1,20,0,0,6
552,172.16.10.1,172.16.11.1,20,0,0,6
553,172.16.11.1,172.16.10.1,20,0,0,6
554,172.16.11.1,172.16.10.1,20,0,0,6
555,172.16.10.1,172.16.11.1,20,0,0,6
556,172.16.11.1,172.16.10.1,20,0,0,6
557,172.16.10.1,172.16.11.1,20,0,0,6
558,172.16.11.1,172.16.10.1,20,0,0,6
559,172.16.11.1,172.16.10.1,20,0,0,6
560,172.16.10.1,172.16.11.1,20,0,0,6
561,172.16.11.1,172.16.10.1,20,0,0,6
562,172.16.11.1,172.16.10.1,20,0,0,6
563,172.16.10.1,172.16.11.1,20,0,0,6
564,172.16.11.1,172.16.10.1,20,0,0,6
565,172.16.11.1,172.16.10.1,20,0,0,6
566,172.16.10.1,172.16.11.1,20,0,0,6
567,172.16.11.1,172.16.10.1,20,0,0,6
568,172.16.11.1,172.16.10.1,20,0,0,6
569,172.16.10.1,172.16.11.1,20,0,0,6
570,172.16.11.1,172.16.10.1,20,0,0,6
571,172.16.11.1,172.16.10.1,20,0,0,6
572,172.16.10.1,172.16.11.1,20,0,0,6
573,172.16.11.1,172.16.10.1,20,0,0,6
574,172.16.11.1,172.16.10.1,20,0,0,6
575,172.16.10.1,172.16.11.1,20,0,0,6
576,172.16.11.1,172.16.10.1,20,0,0,6
577,172.16.11.1,172.16.10.1,20,0,0,6
578,172.16.10.1,172.16.11.1,20,0,0,6
579,172.16.11.1,172.16.10.1,20,0,0,6
580,172.16.11.1,172.16.10.1,20,0,0,6
581,172.16.11.1,172.16.10.1,20,0,0,6
582,172.16.11.1,172.16.10.1,20,0,0,6
583,172.16.10.1,172.16.11.1,20,0,0,6
584,172.16.11.1,172.16.10.1,20,0,0,6
585,172.16.10.1,172.16.11.1,20,0,0,6
586,172.16.11.1,172.16.10.1,20,0,0,6
587,172.16.11.1,172.16.10.1,20,0,0,6
588,172.16.10.1,172.16.11.1,20,0,0,6
589,172.16.11.1,172.16.10.1,20,0,0,6
590,172.16.11.1,172.16.10.1,20,0,0,6
591,172.16.10.1,172.16.11.1,20,0,0,6
592,172.16.11.1,172.16.10.1,20,0,0,6
593,172.16.11.1,172.16.10.1,20,0,0,6
594,172.16.11.1,172.16.10.1,20,0,0,6
595,172.16.10.1,172.16.11.1,20,0,0,6
596,172.16.11.1,172.16.10.1,20,0,0,6
597,172.16.11.1,172.16.10.1,20,0,0,6
598,172.16.10.1,172.16.11.1,20,0,0,6
599,172.16.11.1,172.16.10.1,20,0,0,6
600,172.16.11.1,172.16.10.1,20,0,0,6
601,172.16.10.1,172.16.11.1,20,0,0,6
602,172.16.11.1,172.16.10.1,20,0,0,6
603,172.16.11.1,172.16.10.1,20,0,0,6
604,172.16.10.1,172.16.11.1,20,0,0,6
605,172.16.11.1,172.16.10.1,20,0,0,6
606,172.16.11.1,172.16.10.1,20,0,0,6
607,172.16.10.1,172.16.11.1,20,0,0,6
608,172.16.11.1,172.16.10.1,20,0,0,6
609,172.16.11.1,172.16.10.1,20,0,0,6
610,172.16.11.1,172.16.10.1,20,0,0,6
611,172.16.10.1,172.16.11.1,20,0,0,6
612,172.16.11.1,172.16.10.1,20,0,0,6
613,172.16.11.1,172.16.10.1,20,0,0,6
614,172.16.10.1,172.16.11.1,20,0,0,6
615,172.16.11.1,172.16.10.1,20,0,0,6
616,172.16.11.1,172.16.10.1,20,0,0,6
617,172.16.10.1,172.16.11.1,20,0,0,6
618,172.16.11.1,172.16.10.1,20,0,0,6
619,172.16.11.1,172.16.10.1,20,0,0,6
620,172.16.10.1,172.16.11.1,20,0,0,6
621,172.16.11.1,172.16.10.1,20,0,0,6
622,172.16.11.1,172.16.10.1,20,0,0,6
623,172.16.10.1,172.16.11.1,20,0,0,6
624,172.16.11.1,172.16.10.1,20,0,0,6
625,172.16.11.1,172.16.10.1,20,0,0,6
626,172.16.10.1,172.16.11.1,20,0,0,6
627,172.16.11.1,172.16.10.1,20,0,0,6
628,172.16.11.1,172.16.10.1,20,0,0,6
629,172.16.10.1,172.16.11.1,20,0,0,6
630,172.16.11.1,172.16.10.1,20,0,0,6
631,172.16.11.1,172.16.10.1,20,0,0,6
632,172.16.10.1,172.16.11.1,20,0,0,6
633,172.16.11.1,172.16.10.1,20,0,0,6
634,172.16.11.1,172.16.10.1,20,0,0,6
635,172.16.10.1,172.16.11.1,20,0,0,6
636,172.16.11.1,172.16.10.1,20,0,0,6
637,172.16.11.1,172.16.10.1,20,0,0,6
638,172.16.11.1,172.16.10.1,20,0,0,6
639,172.16.10.1,172.16.11.1,20,0,0,6
640,172.16.11.1,172.16.10.1,20,0,0,6
641,172.16.11.1,172.16.10.1,20,0,0,6
642,172.16.10.1,172.16.11.1,20,0,0,6
643,172.16.11.1,172.16.10.1,20,0,0,6
644,172.16.11.1,172.16.10.1,20,0,0,6
645,172.16.10.1,172.16.11.1,20,0,0,6
646,172.16.11.1,172.16.10.1,20,0,0,6
647,172.16.11.1,172.16.10.1,20,0,0,6
648,172.16.10.1,172.16.11.1,20,0,0,6
649,172.16.11.1,172.16.10.1,20,0,0,6
650,172.16.11.1,172.16.10.1,20,0,0,6
651,172.16.10.1,172.16.11.1,20,0,0,6
652,172.16.11.1,172.16.10.1,20,0,0,6
653,172.16.11.1,172.16.10.1,20,0,0,6
654,172.16.10.1,172.16.11.1,20,0,0,6
655,172.16.11.1,172.16.10.1,20,0,0,6
656,172.16.11.1,172.16.10.1,20,0,0,6
657,172.16.10.1,172.16.11.1,20,0,0,6
658,172.16.11.1,172.16.10.1,20,0,0,6
659,172.16.11.1,172.16.10.1,20,0,0,6
660,172.16.11.1,172.16.10.1,20,0,0,6
661,172.16.11.1,172.16.10.1,20,0,0,6
662,172.16.10.1,172.16.11.1,20,0,0,6
663,172.16.11.1,172.16.10.1,20,0,0,6
664,172.16.11.1,172.16.10.1,20,0,0,6
665,172.16.10.1,172.16.11.1,20,0,0,6
666,172.16.11.1,172.16.10.1,20,0,0,6
667,172.16.11.1,172.16.10.1,20,0,0,6
668,172.16.10.1,172.16.11.1,20,0,0,6
669,172.16.11.1,172.16.10.1,20,0,0,6
670,172.16.11.1,172.16.10.1,20,0,0,6
671,172.16.10.1,172.16.11.1,20,0,0,6
672,172.16.11.1,172.16.10.1,20,0,0,6
673,172.16.10.1,172.16.11.1,20,0,0,6
674,172.16.11.1,172.16.10.1,20,0,0,6
675,172.16.11.1,172.16.10.1,20,0,0,6
676,172.16.10.1,172.16.11.1,20,0,0,6
677,172.16.11.1,172.16.10.1,20,0,0,6
678,172.16.11.1,172.16.10.1,20,0,0,6
679,172.16.10.1,172.16.11.1,20,0,0,6
680,172.16.11.1,172.16.10.1,20,0,0,6
681,172.16.11.1,172.16.10.1,20,0,0,6
682,172.16.11.1,172.16.10.1,20,0,0,6
683,172.16.11.1,172.16.10.1,20,0,0,6
684,172.16.10.1,172.16.11.1,20,0,0,6
685,172.16.11.1,172.16.10.1,20,0,0,6
686,172.16.11.1,172.16.10.1,20,0,0,6
687,172.16.10.1,172.16.11.1,20,0,0,6
688,172.16.11.1,172.16.10.1,20,0,0,6
689,172.16.11.1,172.16.10.1,20,0,0,6
690,172.16.10.1,172.16.11.1,20,0,0,6
691,172.16.11.1,172.16.10.1,20,0,0,6
692,172.16.11.1,172.16.10.1,20,0,0,6
693,172.16.10.1,172.16.11.1,20,0,0,6
694,172.16.11.1,172.16.10.1,20,0,0,6
695,172.16.10.1,172.16.11.1,20,0,0,6
696,172.16.11.1,172.16.10.1,20,0,0,6
697,172.16.11.1,172.16.10.1,20,0,0,6
698,172.16.10.1,172.16.11.1,20,0,0,6
699,172.16.11.1,172.16.10.1,20,0,0,6
700,172.16.11.1,172.16.10.1,20,0,0,6
701,172.16.10.1,172.16.11.1,20,0,0,6
702,172.16.11.1,172.16.10.1,20,0,0,6
703,172.16.11.1,172.16.10.1,20,0,0,6
704,172.16.10.1,172.16.11.1,20,0,0,6
705,172.16.11.1,172.16.10.1,20,0,0,6
706,172.16.11.1,172.16.10.1,20,0,0,6
707,172.16.10.1,172.16.11.1,20,0,0,6
708,172.16.11.1,172.16.10.1,20,0,0,6
709,172.16.11.1,172.16.10.1,20,0,0,6
710,172.16.10.1,172.16.11.1,20,0,0,6
711,172.16.11.1,172.16.10.1,20,0,0,6
712,172.16.11.1,172.16.10.1,20,0,0,6
713,172.16.10.1,172.16.11.1,20,0,0,6
714,172.16.11.1,172.16.10.1,20,0,0,6
715,172.16.11.1,172.16.10.1,20,0,0,6
716,172.16.10.1,172.16.11.1,20,0,0,6
717,172.16.11.1,172.16.10.1,20,0,0,6
718,172.16.10.1,172.16.11.1,20,0,0,6
719,172.16.11.1,172.16.10.1,20,0,0,6
720,172.16.11.1,172.16.10.1,20,0,0,6
721,172.16.10.1,172.16.11.1,20,0,0,6
722,172.16.11.1,172.16.10.1,20,0,0,6
723,172.16.11.1,172.16.10.1,20,0,0,6
724,172.16.10.1,172.16.11.1,20,0,0,6
725,172.16.11.1,172.16.10.1,20,0,0,6
726,172.16.11.1,172.16.10.1,20,0,0,6
727,172.16.10.1,172.16.11.1,20,0,0,6
728,172.16.11.1,172.16.10.1,20,0,0,6
729,172.16.11.1,172.16.10.1,20,0,0,6
730,172.16.10.1,172.16.11.1,20,0,0,6
731,172.16.11.1,172.16.10.1,20,0,0,6
732,172.16.11.1,172.16.10.1,20,0,0,6
733,172.16.10.1,172.16.11.1,20,0,0,6
734,172.16.11.1,172.16.10.1,20,0,0,6
735,172.16.11.1,172.16.10.1,20,0,0,6
736,172.16.10.1,172.16.11.1,20,0,0,6
737,172.16.11.1,172.16.10.1,20,0,0,6
738,172.16.11.1,172.16.10.1,20,0,0,6
739,172.16.11.1,172.16.10.1,20,0,0,6
740,172.16.10.1,172.16.11.1,20,0,0,6
741,172.16.11.1,172.16.10.1,20,0,0,6
742,172.16.11.1,172.16.10.1,20,0,0,6
743,172.16.11.1,172.16.10.1,20,0,0,6
744,172.16.11.1,172.16.10.1,20,0,0,6
745,172.16.10.1,172.16.11.1,20,0,0,6
746,172.16.11.1,172.16.10.1,20,0,0,6
747,172.16.11.1,172.16.10.1,20,0,0,6
748,172.16.10.1,172.16.11.1,20,0,0,6
749,172.16.11.1,172.16.10.1,20,0,0,6
750,172.16.11.1,172.16.10.1,20,0,0,6
751,172.16.10.1,172.16.11.1,20,0,0,6
752,172.16.11.1,172.16.10.1,20,0,0,6
753,172.16.11.1,172.16.10.1,20,0,0,6
754,172.16.10.1,172.16.11.1,20,0,0,6
755,172.16.11.1,172.16.10.1,20,0,0,6
756,172.16.11.1,172.16.10.1,20,0,0,6
757,172.16.10.1,172.16.11.1,20,0,0,6
758,172.16.11.1,172.16.10.1,20,0,0,6
759,172.16.11.1,172.16.10.1,20,0,0,6
760,172.16.10.1,172.16.11.1,20,0,0,6
761,172.16.11.1,172.16.10.1,20,0,0,6
762,172.16.10.1,172.16.11.1,20,0,0,6
763,172.16.11.1,172.16.10.1,20,0,0,6
764,172.16.10.1,172.16.11.1,20,0,0,6
765,172.16.11.1,172.16.10.1,20,0,0,6
766,172.16.11.1,172.16.10.1,20,0,0,6
767,172.16.10.1,172.16.11.1,20,0,0,6
768,172.16.11.1,172.16.10.1,20,0,0,6
769,172.16.11.1,172.16.10.1,20,0,0,6
770,172.16.10.1,172.16.11.1,20,0,0,6
771,172.16.11.1,172.16.10.1,20,0,0,6
772,172.16.11.1,172.16.10.1,20,0,0,6
773,172.16.10.1,172.16.11.1,20,0,0,6
774,172.16.11.1,172.16.10.1,20,0,0,6
775,172.16.11.1,172.16.10.1,20,0,0,6
776,172.16.10.1,172.16.11.1,20,0,0,6
777,172.16.11.1,172.16.10.1,20,0,0,6
778,172.16.11.1,172.16.10.1,20,0,0,6
779,172.16.10.1,172.16.11.1,20,0,0,6
780,172.16.11.1,172.16.10.1,20,0,0,6
781,172.16.11.1,172.16.10.1,20,0,0,6
782,172.16.10.1,172.16.11.1,20,0,0,6
783,172.16.11.1,172.16.10.1,20,0,0,6
784,172.16.11.1,172.16.10.1,20,0,0,6
785,172.16.11.1,172.16.10.1,20,0,0,6
786,172.16.10.1,172.16.11.1,20,0,0,6
787,172.16.11.1,172.16.10.1,20,0,0,6
788,172.16.11.1,172.16.10.1,20,0,0,6
789,172.16.10.1,172.16.11.1,20,0,0,6
790,172.16.11.1,172.16.10.1,20,0,0,6
791,172.16.11.1,172.16.10.1,20,0,0,6
792,172.16.10.1,172.16.11.1,20,0,0,6
793,172.16.11.1,172.16.10.1,20,0,0,6
794,172.16.11.1,172.16.10.1,20,0,0,6
795,172.16.10.1,172.16.11.1,20,0,0,6
796,172.16.11.1,172.16.10.1,20,0,0,6
797,172.16.11.1,172.16.10.1,20,0,0,6
798,172.16.10.1,172.16.11.1,20,0,0,6
799,172.16.11.1,172.16.10.1,20,0,0,6
800,172.16.11.1,172.16.10.1,20,0,0,6
801,172.16.10.1,172.16.11.1,20,0,0,6
802,172.16.11.1,172.16.10.1,20,0,0,6
803,172.16.11.1,172.16.10.1,20,0,0,6
804,172.16.10.1,172.16.11.1,20,0,0,6
805,172.16.11.1,172.16.10.1,20,0,0,6
806,172.16.11.1,172.16.10.1,20,0,0,6
807,172.16.10.1,172.16.11.1,20,0,0,6
808,172.16.11.1,172.16.10.1,20,0,0,6
809,172.16.10.1,172.16.11.1,20,0,0,6
810,172.16.11.1,172.16.10.1,20,0,0,6
811,172.16.11.1,172.16.10.1,20,0,0,6
812,172.16.10.1,172.16.11.1,20,0,0,6
813,172.16.11.1,172.16.10.1,20,0,0,6
814,172.16.11.1,172.16.10.1,20,0,0,6
815,172.16.10.1,172.16.11.1,20,0,0,6
816,172.16.11.1,172.16.10.1,20,0,0,6
817,172.16.11.1,172.16.10.1,20,0,0,6
818,172.16.10.1,172.16.11.1,20,0,0,6
819,172.16.11.1,172.16.10.1,20,0,0,6
820,172.16.11.1,172.16.10.1,20,0,0,6
821,172.16.10.1,172.16.11.1,20,0,0,6
822,172.16.11.1,172.16.10.1,20,0,0,6
823,172.16.11.1,172.16.10.1,20,0,0,6
824,172.16.10.1,172.16.11.1,20,0,0,6
825,172.16.11.1,172.16.10.1,20,0,0,6
826,172.16.11.1,172.16.10.1,20,0,0,6
827,172.16.10.1,172.16.11.1,20,0,0,6
828,172.16.11.1,172.16.10.1,20,0,0,6
829,172.16.11.1,172.16.10.1,20,0,0,6
830,172.16.11.1,172.16.10.1,20,0,0,6
831,172.16.10.1,172.16.11.1,20,0,0,6
832,172.16.11.1,172.16.10.1,20,0,0,6
833,172.16.11.1,172.16.10.1,20,0,0,6
834,172.16.10.1,172.16.11.1,20,0,0,6
835,172.16.11.1,172.16.10.1,20,0,0,6
836,172.16.11.1,172.16.10.1,20,0,0,6
837,172.16.10.1,172.16.11.1,20,0,0,6
838,172.16.11.1,172.16.10.1,20,0,0,6
839,172.16.11.1,172.16.10.1,20,0,0,6
840,172.16.10.1,172.16.11.1,20,0,0,6
841,172.16.11.1,172.16.10.1,20,0,0,6
842,172.16.11.1,172.16.10.1,20,0,0,6
843,172.16.10.1,172.16.11.1,20,0,0,6
844,172.16.11.1,172.16.10.1,20,0,0,6
845,172.16.11.1,172.16.10.1,20,0,0,6
846,172.16.10.1,172.16.11.1,20,0,0,6
847,172.16.11.1,172.16.10.1,20,0,0,6
848,172.16.11.1,172.16.10.1,20,0,0,6
849,172.16.10.1,172.16.11.1,20,0,0,6
850,172.16.11.1,172.16.10.1,20,0,0,6
851,172.16.11.1,172.16.10.1,20,0,0,6
852,172.16.10.1,172.16.11.1,20,0,0,6
853,172.16.11.1,172.16.10.1,20,0,0,6
854,172.16.10.1,172.16.11.1,20,0,0,6
855,172.16.11.1,172.16.10.1,20,0,0,6
856,172.16.11.1,172.16.10.1,20,0,0,6
857,172.16.10.1,172.16.11.1,20,0,0,6
858,172.16.11.1,172.16.10.1,20,0,0,6
859,172.16.11.1,172.16.10.1,20,0,0,6
860,172.16.10.1,172.16.11.1,20,0,0,6
861,172.16.11.1,172.16.10.1,20,0,0,6
862,172.16.11.1,172.16.10.1,20,0,0,6
863,172.16.10.1,172.16.11.1,20,0,0,6
864,172.16.11.1,172.16.10.1,20,0,0,6
865,172.16.11.1,172.16.10.1,20,0,0,6
866,172.16.10.1,172.16.11.1,20,0,0,6
867,172.16.11.1,172.16.10.1,20,0,0,6
868,172.16.11.1,172.16.10.1,20,0,0,6
869,172.16.10.1,172.16.11.1,20,0,0,6
870,172.16.11.1,172.16.10.1,20,0,0,6
871,172.16.11.1,172.16.10.1,20,0,0,6
872,172.16.10.1,172.16.11.1,20,0,0,6
873,172.16.11.1,172.16.10.1,20,0,0,6
874,172.16.11.1,172.16.10.1,20,0,0,6
875,172.16.11.1,172.16.10.1,20,0,0,6
876,172.16.10.1,172.16.11.1,20,0,0,6
877,172.16.11.1,172.16.10.1,20,0,0,6
878,172.16.11.1,172.16.10.1,20,0,0,6
879,172.16.10.1,172.16.11.1,20,0,0,6
880,172.16.11.1,172.16.10.1,20,0,0,6
881,172.16.11.1,172.16.10.1,20,0,0,6
882,172.16.10.1,172.16.11.1,20,0,0,6
883,172.16.11.1,172.16.10.1,20,0,0,6
884,172.16.11.1,172.16.10.1,20,0,0,6
885,172.16.10.1,172.16.11.1,20,0,0,6
886,172.16.11.1,172.16.10.1,20,0,0,6
887,172.16.11.1,172.16.10.1,20,0,0,6
888,172.16.10.1,172.16.11.1,20,0,0,6
889,172.16.11.1,172.16.10.1,20,0,0,6
890,172.16.11.1,172.16.10.1,20,0,0,6
891,172.16.10.1,172.16.11.1,20,0,0,6
892,172.16.11.1,172.16.10.1,20,0,0,6
893,172.16.11.1,172.16.10.1,20,0,0,6
894,172.16.10.1,172.16.11.1,20,0,0,6
895,172.16.11.1,172.16.10.1,20,0,0,6
896,172.16.11.1,172.16.10.1,20,0,0,6
897,172.16.10.1,172.16.11.1,20,0,0,6
898,172.16.11.1,172.16.10.1,20,0,0,6
899,172.16.10.1,172.16.11.1,20,0,0,6
900,172.16.11.1,172.16.10.1,20,0,0,6
901,172.16.11.1,172.16.10.1,20,0,0,6
902,172.16.10.1,172.16.11.1,20,0,0,6
903,172.16.11.1,172.16.10.1,20,0,0,6
904,172.16.11.1,172.16.10.1,20,0,0,6
905,172.16.10.1,172.16.11.1,20,0,0,6
906,172.16.11.1,172.16.10.1,20,0,0,6
907,172.16.11.1,172.16.10.1,20,0,0,6
908,172.16.10.1,172.16.11.1,20,0,0,6
909,172.16.11.1,172.16.10.1,20,0,0,6
910,172.16.11.1,172.16.10.1,20,0,0,6
911,172.16.10.1,172.16.11.1,20,0,0,6
912,172.16.11.1,172.16.10.1,20,0,0,6
913,172.16.11.1,172.16.10.1,20,0,0,6
914,172.16.10.1,172.16.11.1,20,0,0,6
915,172.16.11.1,172.16.10.1,20,0,0,6
916,172.16.11.1,172.16.10.1,20,0,0,6
917,172.16.10.1,172.16.11.1,20,0,0,6
918,172.16.11.1,172.16.10.1,20,0,0,6
919,172.16.11.1,172.16.10.1,20,0,0,6
920,172.16.11.1,172.16.10.1,20,0,0,6
921,172.16.10.1,172.16.11.1,20,0,0,6
922,172.16.11.1,172.16.10.1,20,0,0,6
923,172.16.11.1,172.16.10.1,20,0,0,6
924,172.16.10.1,172.16.11.1,20,0,0,6
925,172.16.11.1,172.16.10.1,20,0,0,6
926,172.16.11.1,172.16.10.1,20,0,0,6
927,172.16.10.1,172.16.11.1,20,0,0,6
928,172.16.11.1,172.16.10.1,20,0,0,6
929,172.16.11.1,172.16.10.1,20,0,0,6
930,172.16.10.1,172.16.11.1,20,0,0,6
931,172.16.11.1,172.16.10.1,20,0,0,6
932,172.16.11.1,172.16.10.1,20,0,0,6
933,172.16.10.1,172.16.11.1,20,0,0,6
934,172.16.11.1,172.16.10.1,20,0,0,6
935,172.16.11.1,172.16.10.1,20,0,0,6
936,172.16.10.1,172.16.11.1,20,0,0,6
937,172.16.11.1,172.16.10.1,20,0,0,6
938,172.16.11.1,172.16.10.1,20,0,0,6
939,172.16.10.1,172.16.11.1,20,0,0,6
940,172.16.11.1,172.16.10.1,20,0,0,6
941,172.16.11.1,172.16.10.1,20,0,0,6
942,172.16.11.1,172.16.10.1,20,0,0,6
943,172.16.10.1,172.16.11.1,20,0,0,6
944,172.16.11.1,172.16.10.1,20,0,0,6
945,172.16.11.1,172.16.10.1,20,0,0,6
946,172.16.10.1,172.16.11.1,20,0,0,6
947,172.16.11.1,172.16.10.1,20,0,0,6
948,172.16.11.1,172.16.10.1,20,0,0,6
949,172.16.10.1,172.16.11.1,20,0,0,6
950,172.16.11.1,172.16.10.1,20,0,0,6
951,172.16.11.1,172.16.10.1,20,0,0,6
952,172.16.10.1,172.16.11.1,20,0,0,6
953,172.16.11.1,172.16.10.1,20,0,0,6
954,172.16.11.1,172.16.10.1,20,0,0,6
955,172.16.10.1,172.16.11.1,20,0,0,6
956,172.16.11.1,172.16.10.1,20,0,0,6
957,172.16.11.1,172.16.10.1,20,0,0,6
958,172.16.10.1,172.16.11.1,20,0,0,6
959,172.16.11.1,172.16.10.1,20,0,0,6
960,172.16.11.1,172.16.10.1,20,0,0,6
961,172.16.10.1,172.16.11.1,20,0,0,6
962,172.16.11.1,172.16.10.1,20,0,0,6
963,172.16.11.1,172.16.10.1,20,0,0,6
964,172.16.10.1,172.16.11.1,20,0,0,6
965,172.16.11.1,172.16.10.1,20,0,0,6
966,172.16.10.1,172.16.11.1,20,0,0,6
967,172.16.11.1,172.16.10.1,20,0,0,6
968,172.16.11.1,172.16.10.1,20,0,0,6
969,172.16.10.1,172.16.11.1,20,0,0,6
970,172.16.11.1,172.16.10.1,20,0,0,6
971,172.16.11.1,172.16.10.1,20,0,0,6
972,172.16.10.1,172.16.11.1,20,0,0,6
973,172.16.11.1,172.16.10.1,20,0,0,6
974,172.16.11.1,172.16.10.1,20,0,0,6
975,172.16.10.1,172.16.11.1,20,0,0,6
976,172.16.11.1,172.16.10.1,20,0,0,6
977,172.16.11.1,172.16.10.1,20,0,0,6
978,172.16.10.1,172.16.11.1,20,0,0,6
979,172.16.11.1,172.16.10.1,20,0,0,6
980,172.16.11.1,172.16.10.1,20,0,0,6
981,172.16.10.1,172.16.11.1,20,0,0,6
982,172.16.11.1,172.16.10.1,20,0,0,6
983,172.16.11.1,172.16.10.1,20,0,0,6
984,172.16.10.1,172.16.11.1,20,0,0,6
985,172.16.11.1,172.16.10.1,20,0,0,6
986,172.16.11.1,172.16.10.1,20,0,0,6
987,172.16.10.1,172.16.11.1,20,0,0,6
988,172.16.11.1,172.16.10.1,20,0,0,6
989,172.16.10.1,172.16.11.1,20,0,0,6
990,172.16.11.1,172.16.10.1,20,0,0,6
991,172.16.11.1,172.16.10.1,20,0,0,6
992,172.16.10.1,172.16.11.1,20,0,0,6
993,172.16.11.1,172.16.10.1,20,0,0,6
994,172.16.11.1,172.16.10.1,20,0,0,6
995,172.16.10.1,172.16.11.1,20,0,0,6
996,172.16.11.1,172.16.10.1,20,0,0,6
997,172.16.11.1,172.16.10.1,20,0,0,6
998,172.16.10.1,172.16.11.1,20,0,0,6
999,172.16.11.1,172.16.10.1,20,0,0,6
1000,172.16.11.1,172.16.10.1,20,0,0,6
1001,172.16.10.1,172.16.11.1,20,0,0,6
1002,172.16.11.1,172.16.10.1,20,0,0,6
1003,172.16.11.1,172.16.10.1,20,0,0,6
1004,172.16.10.1,172.16.11.1,20,0,0,6
1005,172.16.11.1,172.16.10.1,20,0,0,6
1006,172.16.11.1,172.16.10.1,20,0,0,6
1007,172.16.10.1,172.16.11.1,20,0,0,6
1008,172.16.11.1,172.16.10.1,20,0,0,6
1009,172.16.11.1,172.16.10.1,20,0,0,6
1010,172.16.11.1,172.16.10.1,20,0,0,6
1011,172.16.10.1,172.16.11.1,20,0,0,6
1012,172.16.11.1,172.16.10.1,20,0,0,6
1013,172.16.11.1,172.16.10.1,20,0,0,6
1014,172.16.10.1,172.16.11.1,20,0,0,6
1015,172.16.11.1,172.16.10.1,20,0,0,6
1016,172.16.11.1,172.16.10.1,20,0,0,6
1017,172.16.11.1,172.16.10.1,20,0,0,6
1018,172.16.11.1,172.16.10.1,20,0,0,6
1019,172.16.10.1,172.16.11.1,20,0,0,6
1020,172.16.11.1,172.16.10.1,20,0,0,6
1021,172.16.11.1,172.16.10.1,20,0,0,6
1022,172.16.10.1,172.16.11.1,20,0,0,6
1023,172.16.11.1,172.16.10.1,20,0,0,6
1024,172.16.11.1,172.16.10.1,20,0,0,6
1025,172.16.10.1,172.16.11.1,20,0,0,6
1026,172.16.11.1,172.16.10.1,20,0,0,6
1027,172.16.11.1,172.16.10.1,20,0,0,6
1028,172.16.10.1,172.16.11.1,20,0,0,6
1029,172.16.11.1,172.16.10.1,20,0,0,6
1030,172.16.11.1,172.16.10.1,20,0,0,6
1031,172.16.10.1,172.16.11.1,20,0,0,6
1032,172.16.11.1,172.16.10.1,20,0,0,6
1033,172.16.10.1,172.16.11.1,20,0,0,6
1034,172.16.11.1,172.16.10.1,20,0,0,6
1035,172.16.10.1,172.16.11.1,20,0,0,6
1036,172.16.11.1,172.16.10.1,20,0,0,6
1037,172.16.11.1,172.16.10.1,20,0,0,6
1038,172.16.10.1,172.16.11.1,20,0,0,6
1039,172.16.11.1,172.16.10.1,20,0,0,6
1040,172.16.11.1,172.16.10.1,20,0,0,6
1041,172.16.10.1,172.16.11.1,20,0,0,6
1042,172.16.11.1,172.16.10.1,20,0,0,6
1043,172.16.11.1,172.16.10.1,20,0,0,6
1044,172.16.10.1,172.16.11.1,20,0,0,6
1045,172.16.11.1,172.16.10.1,20,0,0,6
1046,172.16.11.1,172.16.10.1,20,0,0,6
1047,172.16.10.1,172.16.11.1,20,0,0,6
1048,172.16.11.1,172.16.10.1,20,0,0,6
1049,172.16.11.1,172.16.10.1,20,0,0,6
1050,172.16.11.1,172.16.10.1,20,0,0,6
1051,172.16.10.1,172.16.11.1,20,0,0,6
1052,172.16.11.1,172.16.10.1,20,0,0,6
1053,172.16.11.1,172.16.10.1,20,0,0,6
1054,172.16.10.1,172.16.11.1,20,0,0,6
1055,172.16.11.1,172.16.10.1,20,0,0,6
1056,172.16.11.1,172.16.10.1,20,0,0,6
1057,172.16.10.1,172.16.11.1,20,0,0,6
1058,172.16.11.1,172.16.10.1,20,0,0,6
1059,172.16.11.1,172.16.10.1,20,0,0,6
1060,172.16.10.1,172.16.11.1,20,0,0,6
1061,172.16.11.1,172.16.10.1,20,0,0,6
1062,172.16.11.1,172.16.10.1,20,0,0,6
