Packet Number,Source IP,Destination IP,Source Port,Destination Port,Flow Label,Traffic Class,Next Header,Packet Length
45212,2001:2b01:ffb9:6491:a6c8:e228:ef:92,2001:3c00:5846:1a2a::f00:d488,113,1600,0,0,6,72+32
45294,2001:2b01:ffb9:6491:a6c8:e228:ef:92,2001:3c00:5846:1a2a::f00:d488,113,1600,0,0,6,72+68
45298,2001:3a50:a8ff:ff23::42ee,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
45316,2001:2b01:ffb9:6491:a6c8:e228:ef:92,2001:3c00:5846:1a2a::f00:d488,113,1600,0,0,6,72+32
45428,2001:3c00:5846:1a2a::f00:d488,2001:2b01:ffb9:6491:a6c8:e228:ef:92,1600,113,0,0,6,72+32
45440,2001:3c00:5846:1a2a::f00:d488,2001:2b01:ffb9:6491:a6c8:e228:ef:92,6667,48063,256871,0,6,72+125
45441,2001:3c00:5846:1a2a::f00:d488,2001:2b01:ffb9:6491:a6c8:e228:ef:92,6667,48063,256871,0,6,72+32
45445,2001:3c00:5846:1a2a::f00:d488,2002:d26e:5777::bd,6667,63276,255463,0,6,60+96
45448,2001:3c00:5846:1a2a::f00:d488,2001:2b01:ffb9:6491:a6c8:e228:ef:92,1600,113,0,0,6,72+32
45754,2001:3c00:5846:1a2a::f00:d488,2002:d3b2:d42f::9,6667,58360,245760,0,6,72+32
45818,2001:3269:3d:0:8883::ed2e,2001:54e5:0:8f0f::d0,-,-,0,0,58,44+112
46233,2001:3996:8800:271e::6c,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
46259,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:3996:8800:271e::6c,-,-,0,0,58,48+64
46278,2001:3951:6a7d:c1:521e:2d7f:8bd:ced0,2001:3c00:5846:1a2a::f00:d488,1259,6667,0,0,6,60+20
46328,2001:3c47:fef9::2e,2001:3801:6c00:42::31:55,-,-,0,0,58,44+98
46329,2001:3c47:fef9::2e,2001:3801:6c00:42::31:55,-,-,0,0,58,44+97
46835,2001:3c30:6800::88,2001:3abf:22df::63:1a,63306,53,0,0,17,60+53
47019,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+110
47274,2001:3c47:fef9::2e,2001:2820:7f26::14,-,-,0,0,58,44+111
47352,2001:3801:6c00:42::31:53,2001:3c00:5846:1a2a::300:53,32771,53,0,0,17,60+52
47356,2001:3801:6c00:42::31:53,2001:3c00:5846:1a2a::300:53,32771,53,0,0,17,60+52
48573,2001:3da6:613c:7000::a68f,2001:3c00:5846:1a2a::f00:d488,65528,6667,746972,0,6,72+32
48611,2001:34eb:ff:f112::39f:2c,2001:3c00:5846:bd74:f381:68ff:8990:3b19,4644,80,0,0,6,72+32
48822,2001:3a50:a8ff:ff23::93c,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
48900,2001:38d8:2000:6314::d,2001:385a:49a8:cc2d:652e:b9aa:55c5:eb08,52081,6667,0,0,6,72+32
49104,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+112
49117,2001:3c00:5846:1a2a::f00:d488,2002:d26e:5777::bd,6667,63276,255463,0,6,60+20
49370,2001:3d4f::ed,2001:3a50:0:ec::71,-,-,0,0,58,48+64
49491,2001:3316:ffff:16:3786:f6ff:424a:830d,2001:39c8:5:fd09::1d,53,41367,0,0,17,60+41
49508,2001:3269:3d:0:8883::ed2e,2001:3b46:3e00:ffff::23b8,-,-,0,0,58,44+101
49545,2001:3967:52ee:c5:d66a:2aff:ec68:7610,2001:3c00:5d52:1e:9984:23ff:65e2:d71e,51949,80,0,0,6,80+40
49617,2001:28d3:ff92::90,2001:3c00:5846:1a2a::f00:d488,32988,6667,0,0,6,72+75
49738,2001:2221:0:85:9bb2:99ff:9379:59e0,2001:3c21:f800:83::f5,32769,53,0,0,17,60+53
49766,2001:2b01:ffb9:6491:a6c8:e228:ef:92,2001:3c00:5846:1a2a::f00:d488,113,1600,0,0,6,72+32
49778,2001:2b01:ffb9:6491:a6c8:e228:ef:92,2001:3c00:5846:1a2a::f00:d488,48063,6667,0,0,6,72+32
49794,2001:2b01:ffb9:6491:a6c8:e228:ef:92,2001:3c00:5846:1a2a::f00:d488,48063,6667,0,0,6,72+32
49940,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,64+24
49948,2001:3c00:5846:1a2a::f00:d488,2001:2b01:ffb9:6491:a6c8:e228:ef:92,6667,48063,256871,0,6,72+32
50027,2001:2221:0:85:9bb2:99ff:9379:59e0,2001:3c21:f800:83::f5,32769,53,0,0,17,60+53
50773,2001:3c21:f800:83::f5,2001:2221:0:85:9bb2:99ff:9379:59e0,53,32769,0,0,17,60+308
51012,2001:3c21:f800:83::f5,2001:2221:0:85:9bb2:99ff:9379:59e0,53,32769,0,0,17,60+308
51238,2001:3c00:5846:1a2a::f00:d488,2001:28d3:ff92::90,6667,32988,255126,0,6,72+32
51342,2001:3c47:fef9::2e,2001:38ed:0:6c00::adff,-,-,0,0,58,44+102
51370,2001:3c47:fef9::2e,2001:38ed:0:6c00::adff,-,-,0,0,58,44+102
51427,2001:3269:3d:0:8883::ed2e,2001:54e5:0:8f0f::d0,-,-,0,0,58,44+111
51434,2001:3c47:fef9::2e,2001:38ed:0:6c00::adff,-,-,0,0,58,44+102
51565,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
51988,2001:5696:6200:f::a6,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
52002,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:5696:6200:f::a6,-,-,0,0,58,48+64
52669,2001:3da6:6072:0:c4f7:50ff:1f16:5d73,2001:3c00:5846:1a2a::300:53,53,53,0,0,17,60+49
52685,2001:3da6:6072:0:c4f7:50ff:1f16:5d73,2001:3c00:5846:1a2a::300:53,53,53,0,0,17,60+49
53015,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
53241,2002:d3b2:d42f::9,2001:3c00:5846:1a2a::f00:d488,58360,6667,0,0,6,72+60
53335,2001:3269:3d:0:8883::ed2e,2001:23b9:0:48:cf:c57a:e40d:bf,-,-,0,0,58,44+112
53933,2001:3967:52ee:c5:d66a:2aff:ec68:7610,2001:3c00:5d52:1e:9984:23ff:65e2:d71e,51949,80,0,0,6,72+32
53934,2001:3967:52ee:c5:d66a:2aff:ec68:7610,2001:3c00:5d52:1e:9984:23ff:65e2:d71e,51949,80,0,0,6,72+185
54275,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+111
54673,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
54731,2001:3c00:5846:1a2a::f00:d488,2002:d3b2:d42f::9,6667,58360,245760,0,6,72+32
54900,2001:5696:6500:9f::64,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
54919,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:5696:6500:9f::64,-,-,0,0,58,48+64
55268,2001:28d3:ff00:11e9::51,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
55279,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:28d3:ff00:11e9::51,-,-,0,0,58,48+64
55363,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+20
55394,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+576
55720,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+114
55856,2002:305a:446f::370f:1b30,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1203,80,0,0,6,64+24
55861,2001:3376:cff:ffff::c6,2001:3b0f:0:dd93::32,-,-,0,0,41,40+79
56129,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
56154,2001:5696:6200:f::a6,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
56174,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:5696:6200:f::a6,-,-,0,0,58,48+64
56257,2001:3269:3d:0:8883::ed2e,2001:23b9:0:4a:4dbf:b6ff:cbca:6d,-,-,0,0,58,44+109
56374,2001:3a50:a8ff:ff23::1bd2,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
56688,2001:3215:7c:cc00::ff,2001:3801:6c00:42::31:50,53,32771,0,0,17,60+123
57225,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+111
57536,2001:3c47:fef9::2e,2001:3903:9c00:fd00::95,-,-,0,0,58,44+97
57662,2001:3c00:59d4:7a::49,2001:3abf:f5a5::a3:2f,61870,53,0,0,17,60+52
57663,2001:3c00:59d4:7a::49,2001:3abf:f5a5::a3:2f,61870,53,0,0,17,60+51
57684,2001:3c00:59d4:7a::49,2001:3abf:f5a5::a3:2f,61870,53,0,0,17,60+52
57735,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
58191,2001:3a50:a8ff:ff23::1636,2001:32af:ea15:0:6a18:c8ff:3b8f:843b,-,-,0,0,58,48+64
58258,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+112
58444,2001:385a:498f:78:7c00::a6,2001:326c::e5,37582,53,0,0,17,60+60
58446,2001:326c::e5,2001:385a:498f:78:7c00::a6,53,37582,0,0,17,60+132
58644,2001:3967:52ee:c5:d66a:2aff:ec68:7610,2001:3c00:5d52:1e:9984:23ff:65e2:d71e,51949,80,0,0,6,72+32
58682,2001:3967:52ee:c5:d66a:2aff:ec68:7610,2001:3c00:5d52:1e:9984:23ff:65e2:d71e,51949,80,0,0,6,72+32
58701,2001:3b46:3e01:548c::62,2001:343d:b5:b4::65,-,-,0,0,58,48+64
58952,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+113
59054,2001:3a50:a8ff:ff23::1636,2001:32af:ea15:0:6800::780d,-,-,0,0,58,48+64
59347,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
59961,2001:3269:3d:0:8883::ed2e,2001:54e5:0:8f0f::d0,-,-,0,0,58,44+107
60303,2001:3abf:f5a5::a3:2f,2001:3c00:59d4:7a::49,53,61870,0,0,17,60+20
60310,2001:3abf:f5a5::a3:2f,2001:3c00:59d4:7a::49,53,61870,0,0,17,60+20
60325,2001:3abf:f5a5::a3:2f,2001:3c00:59d4:7a::49,53,61870,0,0,17,60+20
60793,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
60796,2001:385a:498f:78:7c00::a6,2001:3c00:5846:1a2a::300:53,37582,53,0,0,17,60+65
60935,2001:3c00:5846:1a2a::300:53,2001:385a:498f:78:7c00::a6,53,37582,0,0,17,60+112
61213,2002:305a:446f::370f:1b30,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1203,80,0,0,6,60+20
61243,2002:305a:446f::370f:1b30,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1203,80,0,0,6,60+589
61565,2001:3996:8800:271e::6c,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
61579,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:3996:8800:271e::6c,-,-,0,0,58,48+64
61645,2001:39c2::6ba3,2001:3c00:5846:1a2a::300:54,-,-,0,0,58,48+64
61665,2001:3c00:5846:1a2a::300:54,2001:39c2::6ba3,-,-,0,0,58,48+64
62121,2001:3cc1:a1:6e::f4,2001:3abf:22df::63:1a,32771,53,0,0,17,60+39
62232,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
62610,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+112
62637,3ffe:3c05:3a:0:1dfb:e3ff:4357:b0f,2001:3c00:5846:1a2a::300:53,32769,53,0,0,17,60+48
63141,2001:30db:c130:cde6:4ee0:c5ff:9f21:11a2,2001:3abe:66ff::74,33067,53,0,0,17,60+57
63143,2001:30db:c130:cde6:4ee0:c5ff:9f21:11a2,2001:3abe:66ff::74,33067,53,0,0,17,60+57
63146,2001:30db:c130:cde6:4ee0:c5ff:9f21:11a2,2001:3abe:66ff::74,33067,53,0,0,17,60+58
63150,2001:30db:c130:cde6:4ee0:c5ff:9f21:11a2,2001:3abe:66ff::74,33067,53,0,0,17,60+58
63229,2001:3cc1:1e:1f75::91,2001:3abf:f5a5::a3:2f,59671,53,0,0,17,60+40
63234,2001:3cc1:1e:1f75::91,2001:3abf:f5a5::a3:2f,59671,53,0,0,17,60+40
63238,2001:3cc1:1e:1f75::91,2001:3abf:f5a5::a3:2f,59671,53,0,0,17,60+40
63240,2001:3cc1:1e:1f75::91,2001:3abf:f5a5::a3:2f,59671,53,0,0,17,60+40
63531,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
63692,2001:3269:3d:0:8883::ed2e,2001:385a:498f:78:7ed7:d7ff:5ec0:49c0,-,-,0,0,58,44+101
63843,2001:3a50:a8ff:ff23::93c,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
63991,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+1213
64548,2001:3d4f::ed,2001:3a50:0:ec::71,-,-,0,0,58,48+64
64857,2001:3269:3d:0:8883::ed2e,2001:54e5:0:8f0f::d0,-,-,0,0,58,44+112
65021,2001:3376:cff:ffff::c6,2001:390a:2002:1a00:1e::,-,-,0,0,41,40+60
65119,2001:3215:283:4124:36b7:60ff:d9c1:3c66,2001:3b65:3b00:7e::5c,33309,53,0,0,17,60+63
65183,3ffe:5b5a:fd8b::c9d0:7fc7,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
65669,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+20
66233,2001:2221:0:85:9bb2:99ff:9379:59e0,2001:3c21:f800:83::f5,32769,53,0,0,17,60+54
66717,2001:5696:6200:f::a6,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
66725,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:5696:6200:f::a6,-,-,0,0,58,48+64
66873,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+112
66890,2001:3269:3d:0:8883::ed2e,2001:3812:64:27::50,-,-,0,0,58,44+110
66985,2001:3cc1:a1:45::67,2001:326d:747::79,45106,53,0,0,17,60+63
67085,3ffe:3c15:842b:84::1a,2001:3c00:5846:1a2a::300:53,32780,53,0,0,17,60+53
67090,3ffe:3c15:842b:84::1a,2001:3c00:5846:1a2a::300:53,32780,53,0,0,17,60+53
67093,3ffe:3c15:842b:84::1a,2001:3c00:5846:1a2a::300:53,32780,53,0,0,17,60+53
67095,3ffe:3c15:842b:84::1a,2001:3c00:5846:1a2a::300:53,32780,53,0,0,17,60+53
67181,2001:3c00:5d52:27:3234:1bff:26c7:4232,2001:3abf:f5a5::a3:2f,3600,53,0,0,17,60+41
67278,2001:3c21:f800:83::f5,2001:2221:0:85:9bb2:99ff:9379:59e0,53,32769,0,0,17,60+309
67492,3ffe:9d3c:de29:2e82:ec53:96ff:7344:8d,2001:3b65:3b00:7e::5e,61140,53,0,0,17,60+62
67868,2001:3269:3d:0:8883::ed2e,2001:23b9:0:4a:4dbf:b6ff:cbca:6d,-,-,0,0,58,44+112
67939,2001:3c00:5d52:27:3234:1bff:26c7:4232,2001:3abf:f5a5::a3:2f,3600,53,0,0,17,60+42
68017,2001:3316:ffff:16:3786:f6ff:424a:830d,2001:3940:42ff::25,53,49152,0,0,17,60+45
69280,2001:394f:4::50,2001:3c00:5979:16a6:fd83:bcff:3d95:382f,53,49154,0,0,17,60+129
69484,2001:3b46:3e01:6dd8:73ff:9ff:79d8:f231,2001:34ca:b8:c2::f9,-,-,0,0,58,48+72
69607,2001:3269:3d:0:8883::ed2e,2001:3b46:3e00:ffff::23b8,-,-,0,0,58,44+112
69671,2001:3c14:59c5:d730::33,2001:3c00:5943::5d,53,65533,0,0,17,60+376
69844,2001:3abf:f5a5::a3:2f,2001:3c00:5d52:27:3234:1bff:26c7:4232,53,3600,0,0,17,60+111
69992,2001:28d3:ff00:11e9::51,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
70012,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:28d3:ff00:11e9::51,-,-,0,0,58,48+64
70547,2001:3c00:5983:8e71:75cd:d2ff:4588:c8b4,2001:3b65:3b00:7e::5c,9698,53,0,0,17,60+63
70691,2001:3abf:f5a5::a3:2f,2001:3c00:5d52:27:3234:1bff:26c7:4232,53,3600,0,0,17,60+283
70767,2001:3b46:3e98:49::9f,2001:34ca:b9:4c3f:b2e8:29ff:fbe4:c2e6,179,41460,0,0,6,60+93
70820,2001:5696:6200:f::a6,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
70834,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:5696:6200:f::a6,-,-,0,0,58,48+64
70952,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+20
70999,2001:3a50:a8ff:ff23::1bd2,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
72210,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+111
72219,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+111
72596,2001:3269:3d:0:8883::ed2e,2001:3b46:3e00:ffff::23b8,-,-,0,0,58,44+113
72842,2001:3cc1:f7:0:aaa6:4ff:e0aa:8df3,2001:3abe:b90f::12,40697,53,0,0,17,60+45
72895,2001:3a50:a8ff:ff23::1636,2001:32af:ea15:0:6a18:c8ff:3b8f:843b,-,-,0,0,58,48+64
73240,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+20
73248,2001:3da6:613c:7000::bea9,2001:3c00:5846:1a2a::f00:d488,63980,6667,936823,0,6,72+118
73251,2001:3316:ffff:16:3786:f6ff:424a:830d,2001:2221:0:85:9bb2:99ff:9379:59e0,53,32769,0,0,17,60+43
73467,2001:3951:6a7d:c1:521e:2d7f:8bd:ced0,2001:3c00:5846:1a2a::f00:d488,1259,6667,0,0,6,60+85
73567,2001:3b46:3e01:548c::62,2001:343d:b5:b4::65,-,-,0,0,58,48+64
73809,2001:3a50:a8ff:ff23::1636,2001:32af:ea15:0:6800::780d,-,-,0,0,58,48+64
74009,2001:3c52::3b,2001:385a:498f:78:7c00::a6,53,37582,0,0,17,60+114
74010,2001:3c52::3b,2001:385a:498f:78:7c00::a6,53,37582,0,0,17,60+114
74911,2001:3b46:3e98:49::9f,2001:34ca:b9:4c3f:b2e8:29ff:fbe4:c2e6,179,41460,0,0,6,60+86
75145,2001:3c00:5846:1a2a::f00:d488,2001:3951:6a7d:c1:521e:2d7f:8bd:ced0,6667,1259,256161,0,6,60+20
75587,2001:385a:498f:79::f4,2001:326c::e5,32816,53,0,0,17,60+65
75591,2001:326c::e5,2001:385a:498f:79::f4,53,32816,0,0,17,60+112
76354,2001:3996:8800:271e::6c,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
76362,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:3996:8800:271e::6c,-,-,0,0,58,48+64
76492,2001:3da6:613c:7000::a68f,2001:3c00:5846:1a2a::f00:d488,65528,6667,746972,0,6,72+32
76629,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+20
76634,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+20
76638,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+20
76759,2002:90f3:2860::53df:6d54,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+20
77109,3ffe:3c05:3a:0:1dce:4eff:c0a4:8aae,2001:3c00:5846:1a2a::300:53,53,53,0,0,17,60+53
77955,2001:3c14:59c5:d656::85,2001:3c00:5943::5d,53,65533,0,0,17,60+376
77990,2001:3269:3d:0:8883::ed2e,2001:3b46:3e00:ffff::23b8,-,-,0,0,58,44+110
78291,2001:3c00:5846:1a2a::300:54,2001:3959:ae47:0:8d:24:0:9a88,65533,53,0,0,17,60+60
78637,2001:3c00:5846:1a2a::300:54,2001:3959:ae47:0:8d:24:0:9a88,65533,53,0,0,17,60+60
78760,2001:3c00:5846:1a2a::f00:d488,2001:3951:6a7d:c1:521e:2d7f:8bd:ced0,6667,1259,256161,0,6,60+118
79137,2001:3a50:a8ff:ff23::93c,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
79160,2001:3c00:5846:1a2a::300:54,2001:3959:ae47:0:8d:24:0:9a88,65533,53,0,0,17,60+58
79421,2001:3da6:6072:0:c4f7:50ff:1f16:5d73,2001:326c::e5,53,53,0,0,17,60+53
79828,2001:3c00:5846:1a2a::300:54,2001:3959:ae47:0:8d:24:0:9a88,65533,53,0,0,17,60+58
80087,2001:3ca7:7a:e90a:1b22:a2ff:7c68:fc80,2001:39c8:5:fd09::1d,53,41367,0,0,17,60+97
80230,2001:3c00:5846:1a2a::300:54,2001:3959:ae47:0:8d:24:0:9a88,65533,53,0,0,17,60+79
80374,2001:3c00:5846:1a2a::300:54,2001:3959:ae47:0:8d:24:0:9a88,65533,53,0,0,17,60+79
80530,2001:3d4f::ed,2001:3a50:0:ec::71,-,-,0,0,58,48+64
81099,2001:38ed:0:704e::2b,2001:3c00:5e00:6700::9d52:d0,35271,53,0,0,17,60+109
81135,3ffe:5b5a:fd8b::c9d0:7fc7,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
82832,2001:5696:6200:f::a6,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
82841,2001:3959:ae47:0:8d:24:0:9a88,2001:3c00:5846:1a2a::300:54,53,65533,0,0,17,60+60
82848,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:5696:6200:f::a6,-,-,0,0,58,48+64
83306,2001:3959:ae47:0:8d:24:0:9a88,2001:3c00:5846:1a2a::300:54,53,65533,0,0,17,60+60
83689,2001:3959:ae47:0:8d:24:0:9a88,2001:3c00:5846:1a2a::300:54,53,65533,0,0,17,60+58
84132,2001:2221:0:91::c896,2001:385a:49a8:8984::43,53,55555,0,0,17,60+119
84198,2001:3959:ae47:0:8d:24:0:9a88,2001:3c00:5846:1a2a::300:54,53,65533,0,0,17,60+58
84576,2001:3959:ae47:0:8d:24:0:9a88,2001:3c00:5846:1a2a::300:54,53,65533,0,0,17,60+79
84687,2001:3959:ae47:0:8d:24:0:9a88,2001:3c00:5846:1a2a::300:54,53,65533,0,0,17,60+79
86622,2001:28d3:ff00:11e9::51,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
86639,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:28d3:ff00:11e9::51,-,-,0,0,58,48+64
86851,2002:d090:4cfb::85,2001:3b65:3b00:7e::5e,3243,53,0,0,17,60+62
87144,2001:5696:6200:f::a6,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
87161,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:5696:6200:f::a6,-,-,0,0,58,48+64
87164,2001:3269:3d:0:8883::ed2e,2001:54e5:0:8f0f::d0,-,-,0,0,58,44+112
87317,2001:3a50:a8ff:ff23::1bd2,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
87717,2001:3951:7400:ead3::e5,2001:3c00:5846:1a2a::f00:d488,32782,6667,0,0,6,72+45
88433,2001:3951:6a7d:c1:521e:2d7f:8bd:ced0,2001:3c00:5846:1a2a::f00:d488,1259,6667,0,0,6,60+20
88980,2001:38ed:0:6c00::adff,2001:326c::e5,32769,53,0,0,17,60+51
89119,2001:28d3:ff92::91,2001:3c00:5846:1a2a::f00:d488,33012,6667,0,0,6,72+59
89194,2001:3a50:a8ff:ff23::1636,2001:32af:ea15:0:6a18:c8ff:3b8f:843b,-,-,0,0,58,48+64
89260,2002:90f3:4c0e::8995:b250,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,64+24
89353,2001:3c00:5846:1a2a::f00:d488,2001:3951:7400:ead3::e5,6667,32782,251187,0,6,72+32
89359,2001:3c52::3b,2001:385a:498f:78:7c00::a6,53,37582,0,0,17,60+132
90069,2001:385a:498f:79::f4,2001:3c00:5846:1a2a::300:53,32816,53,0,0,17,60+47
90070,2001:385a:498f:79::f4,2001:3c00:5846:1a2a::300:53,32816,53,0,0,17,60+47
90100,2001:3a50:a8ff:ff23::1636,2001:32af:ea15:0:6800::780d,-,-,0,0,58,48+64
90185,2001:3c00:5846:1a2a::300:53,2001:385a:498f:79::f4,53,32816,0,0,17,60+103
90187,2001:3c00:5846:1a2a::300:53,2001:385a:498f:79::f4,53,32816,0,0,17,60+103
90529,2001:3269:3d:0:8883::ed2e,2001:23b9:0:48:cf:c57a:e40d:bf,-,-,0,0,58,44+111
90632,2001:3c00:5846:1a2a::f00:d488,2001:28d3:ff92::91,6667,33012,255469,0,6,72+32
92214,2001:3269:3d:0:8883::ed2e,2001:23b9:0:4a:4dbf:b6ff:cbca:6d,-,-,0,0,58,44+110
93314,2001:3269:3d:0:8883::ed2e,2001:54e5:0:8f0f::d0,-,-,0,0,58,44+108
93465,2001:3c00:5846:1a2a::f00:d488,2001:28d3:ff92::91,6667,33012,255469,0,6,72+103
93466,2001:3c00:5846:1a2a::f00:d488,2001:3951:7400:ead3::e5,6667,32782,251187,0,6,72+105
95386,2002:90f3:4c0e::8995:b250,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+20
95402,2002:90f3:4c0e::8995:b250,2001:34ca:bb:9e:8c13:28ff:c953:b2c5,1085,80,0,0,6,60+400
95530,2001:3a50:a8ff:ff23::93c,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
95801,2001:3c47:fef9::2e,2001:2221:0:85:9bb2:99ff:9379:59e0,-,-,0,0,58,44+91
96198,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:5110:5299::4e,-,-,0,0,58,48+64
96386,2001:3de7:0:c1::4f,2001:3abe:66ff::6,2027,53,0,0,17,60+49
96916,2001:3d4f::ed,2001:3a50:0:ec::71,-,-,0,0,58,48+64
97305,3ffe:5b5a:fd8b::c9d0:7fc7,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
98372,2001:39c2::6ba3,2001:3c00:5846:1a2a::300:54,-,-,0,0,58,48+108
98400,2001:3c00:5846:1a2a::300:54,2001:39c2::6ba3,-,-,0,0,58,48+108
98550,2001:2b01:ffbd:26::87,2001:3c00:5846:1a2a::f00:d488,54791,6667,0,0,6,72+46
98650,2001:3c00:5846:1a2a::f00:d488,2001:2b01:ffbd:26::87,6667,54791,247972,0,6,72+105
