Packet Number,Source IP,Destination IP,Source Port,Destination Port,IHL(byte),DSCP,ECN,Protocol,Packet Length,UDP_Length
5,152.223.152.140,201.196.236.252,32819,53,20,0,0,17,59,39
8,46.254.176.252,192.114.237.128,53,37044,20,0,0,17,179,159
12,193.188.224.94,46.148.100.242,25900,53,20,0,0,17,70,50
15,193.81.64.0,193.20.182.105,1040,53,20,0,0,17,82,62
17,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
20,46.57.15.241,193.20.182.96,32768,53,20,0,0,17,84,64
22,192.114.237.128,196.88.38.215,53,4688,20,0,0,17,136,116
25,94.237.225.0,193.20.182.96,61830,53,20,0,0,17,70,50
33,201.196.236.252,152.223.152.140,53,32819,20,0,0,17,113,93
35,94.7.215.240,193.20.180.152,48230,53,20,0,0,17,66,46
51,94.237.225.21,193.20.182.105,55110,53,20,0,0,17,73,53
60,192.114.237.128,95.46.238.182,53,4017,20,0,0,17,197,177
75,198.53.192.92,193.20.182.96,14432,53,20,0,0,17,72,52
120,94.237.225.21,193.20.182.105,2548,53,20,0,0,17,72,52
132,145.120.130.76,201.33.62.126,32794,53,20,0,0,17,79,59
147,223.105.179.186,193.20.180.152,62347,53,20,0,0,17,59,39
162,214.148.201.56,193.20.182.105,2953,53,20,0,0,17,84,64
169,46.243.97.50,201.196.236.252,13912,53,20,0,0,17,59,39
175,208.27.40.252,193.20.182.105,14350,53,20,0,0,17,73,53
183,201.196.236.252,46.243.97.50,53,13912,20,0,0,17,266,246
206,203.68.142.177,193.20.180.152,53,53,20,0,0,17,63,43
207,203.68.142.177,193.20.180.152,53,53,20,0,0,17,63,43
215,193.20.177.176,172.20.54.26,53,1100,20,0,0,17,535,515
216,193.20.177.176,172.20.54.26,53,1100,20,0,0,17,535,515
218,201.196.236.252,95.68.251.53,53,33017,20,0,0,17,277,257
220,193.20.177.176,192.168.10.7,53,32768,20,0,0,17,539,519
221,193.20.177.176,10.168.1.20,53,1024,20,0,0,17,535,515
259,193.20.177.176,150.69.163.155,53,1050,20,0,0,17,235,215
267,193.20.177.176,150.69.163.155,53,1050,20,0,0,17,235,215
271,193.20.177.176,150.69.163.155,53,1050,20,0,0,17,235,215
276,193.20.177.176,150.69.163.155,53,1050,20,0,0,17,558,538
279,196.18.0.38,201.196.236.249,40310,53,20,0,0,17,78,58
284,192.7.16.115,193.20.180.152,32911,53,20,0,0,17,72,52
298,193.97.215.82,161.32.145.124,32838,53,20,0,0,17,65,45
305,201.196.236.249,196.18.0.38,53,40310,20,0,0,17,122,102
312,45.68.52.22,192.114.237.203,53,48039,20,0,0,17,127,107
320,145.120.20.158,46.169.27.195,14981,41598,20,0,0,17,124,104
331,192.114.237.128,95.46.238.182,53,2400,20,0,0,17,155,135
354,161.32.145.124,193.97.215.82,53,32838,20,0,0,17,161,141
360,160.72.63.191,212.82.90.92,123,123,20,0,0,17,76,56
364,46.181.145.220,193.20.182.105,48005,53,20,0,0,17,71,51
367,35.8.160.167,193.20.180.152,32768,53,20,0,0,17,66,46
368,163.58.79.221,193.176.196.176,53,3451,20,0,0,17,141,121
369,193.91.212.3,193.20.182.96,44983,53,20,0,0,17,83,63
374,35.47.106.239,193.20.182.105,45898,53,20,0,0,17,74,54
377,198.53.192.16,193.20.182.105,47350,53,20,0,0,17,71,51
390,222.151.83.254,193.20.182.96,48085,53,20,0,0,17,73,53
391,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
393,193.188.224.82,201.44.14.40,32873,53,20,0,0,17,62,42
400,193.188.224.82,201.44.14.40,32873,53,20,0,0,17,62,42
449,161.33.166.30,201.49.104.22,58375,53,20,0,0,17,61,41
454,166.191.158.173,193.20.180.152,1078,53,20,0,0,17,59,39
463,193.20.177.176,192.168.68.2,53,1076,20,0,0,17,165,145
475,94.237.225.21,193.20.182.105,59629,53,20,0,0,17,73,53
487,201.196.236.249,45.157.142.236,53,33161,20,0,0,17,126,106
496,198.53.192.24,193.20.182.96,10484,53,20,0,0,17,72,52
513,193.20.177.176,192.168.68.2,53,1076,20,0,0,17,165,145
514,163.128.186.176,145.120.188.51,5890,5890,20,0,0,17,60,40
534,44.213.91.75,193.20.182.105,16792,53,20,0,0,17,72,52
537,160.72.63.191,212.82.90.92,123,123,20,0,0,17,76,56
543,193.107.18.188,193.20.180.152,32768,53,20,0,0,17,74,54
545,163.128.186.163,145.120.188.51,5890,5890,20,0,0,17,60,40
549,192.114.237.203,192.176.148.203,48039,53,20,0,0,17,92,72
550,198.53.203.23,193.20.182.96,32768,53,20,0,0,17,83,63
567,46.32.196.228,193.20.182.96,54250,53,20,0,0,17,71,51
570,54.167.34.188,193.20.180.152,39787,53,20,0,0,17,62,42
588,193.176.196.176,222.128.131.69,3451,53,20,0,0,17,76,56
590,222.46.19.89,193.20.182.96,32885,53,20,0,0,17,84,64
642,46.193.182.37,193.20.182.105,35447,53,20,0,0,17,84,64
664,202.194.38.246,193.20.182.96,1202,53,20,0,0,17,82,62
668,194.128.78.238,164.191.140.33,10001,137,20,0,0,17,78,58
674,46.72.1.193,193.20.182.105,44575,53,20,0,0,17,73,53
681,164.93.21.147,46.148.100.242,55600,53,20,0,0,17,67,47
682,94.7.215.240,193.20.180.152,55272,53,20,0,0,17,58,38
683,222.151.83.46,193.20.182.105,59130,53,20,0,0,17,73,53
694,222.144.75.50,193.20.182.105,53,53,20,0,0,17,85,65
705,208.27.40.253,193.20.182.105,52949,53,20,0,0,17,72,52
722,161.33.138.250,216.52.39.130,3076,1117,20,0,0,17,1081,1061
724,192.155.189.70,192.114.234.11,364,53,20,0,0,17,61,41
751,160.72.63.191,212.82.90.92,123,123,20,0,0,17,76,56
762,201.196.236.249,94.80.18.180,53,19045,20,0,0,17,141,121
763,214.20.104.200,193.20.180.152,53,53,20,0,0,17,57,37
767,44.14.123.215,193.20.182.96,33404,53,20,0,0,17,62,42
770,193.107.18.189,193.20.180.152,32768,53,20,0,0,17,71,51
779,215.4.47.108,193.20.182.105,35209,53,20,0,0,17,84,64
782,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
785,201.196.236.252,46.61.199.202,53,33233,20,0,0,17,277,257
806,54.166.19.72,201.196.236.252,53,53,20,0,0,17,75,55
807,54.166.19.72,201.196.236.252,53,53,20,0,0,17,75,55
812,45.176.104.115,193.20.182.105,40482,53,20,0,0,17,84,64
816,182.56.84.177,92.11.240.231,32804,53,20,0,0,17,79,59
817,193.20.177.176,10.10.1.1,53,61605,20,0,0,17,382,362
827,215.21.198.93,193.20.182.105,30756,53,20,0,0,17,73,53
830,201.196.236.252,54.166.19.72,53,53,20,0,0,17,658,638
834,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
835,49.185.46.46,193.20.182.96,33487,53,20,0,0,17,73,53
836,187.113.235.219,193.20.180.152,61491,53,20,0,0,17,84,64
838,193.20.177.176,10.10.1.1,53,61605,20,0,0,17,523,503
848,46.180.73.80,193.20.182.96,1030,53,20,0,0,17,84,64
849,201.196.236.252,54.166.19.72,53,53,20,0,0,17,658,638
855,222.35.138.110,193.20.182.105,65376,53,20,0,0,17,74,54
860,198.53.192.38,193.20.182.105,54313,53,20,0,0,17,72,52
864,193.20.177.176,10.10.1.1,53,61605,20,0,0,17,332,312
878,193.20.177.176,10.10.1.1,53,61605,20,0,0,17,530,510
885,92.97.34.122,192.114.234.10,32779,53,20,0,0,17,77,57
889,201.58.206.174,161.32.6.253,53,52663,20,0,0,17,162,142
891,193.20.177.176,10.10.1.1,53,61605,20,0,0,17,515,495
909,193.20.177.176,10.10.1.1,53,61605,20,0,0,17,377,357
911,192.114.234.10,92.97.34.122,53,32779,20,0,0,17,175,155
915,160.72.63.191,212.82.90.92,123,123,20,0,0,17,76,56
925,50.201.72.9,201.196.236.249,43690,53,20,0,0,17,60,40
928,92.97.34.122,192.114.234.10,32779,53,20,0,0,17,77,57
930,92.97.34.122,192.114.234.10,32779,53,20,0,0,17,77,57
949,223.151.202.68,193.188.202.41,53,51826,20,0,0,17,318,298
958,192.114.234.10,92.97.34.122,53,32779,20,0,0,17,175,155
962,92.96.5.112,193.20.180.152,52609,53,20,0,0,17,79,59
963,192.114.234.10,92.97.34.122,53,32779,20,0,0,17,175,155
966,212.198.131.54,193.20.180.152,47161,53,20,0,0,17,59,39
968,201.196.236.249,50.201.72.9,53,43690,20,0,0,17,197,177
971,193.20.177.176,164.178.21.86,53,1085,20,0,0,17,526,506
976,192.96.63.236,193.20.182.96,38514,53,20,0,0,17,83,63
997,152.223.152.210,201.196.236.252,32818,53,20,0,0,17,59,39
1017,161.32.145.113,95.1.79.239,53,42483,20,0,0,17,226,206
1018,201.196.236.252,152.223.152.210,53,32818,20,0,0,17,113,93
1021,192.90.119.238,192.114.232.238,47008,16606,20,1,0,17,31,11
1030,193.86.115.122,193.20.182.96,24144,53,20,0,0,17,82,62
1061,152.238.223.239,193.20.180.152,32773,53,20,0,0,17,68,48
1081,160.19.10.65,193.20.182.105,24609,53,20,0,0,17,72,52
1093,192.114.235.223,199.116.127.134,52584,53,20,0,0,17,73,53
1097,46.243.144.105,193.20.180.152,63687,53,20,0,0,17,61,41
1126,145.120.188.58,202.19.52.104,51490,48699,20,0,0,17,1488,1468
1127,145.120.188.58,202.19.52.104,51490,48699,20,0,0,17,1488,1468
1128,145.120.188.58,202.19.52.104,51490,48699,20,0,0,17,1488,1468
1131,161.32.242.15,50.45.127.199,61809,61125,20,0,0,17,136,116
1138,46.243.146.120,193.20.180.152,53249,53,20,0,0,17,85,65
1140,149.198.202.146,203.74.164.160,52064,53,20,0,0,17,70,50
1146,164.66.234.207,104.8.36.1,53,48803,20,0,0,17,210,190
1147,172.94.151.176,201.196.236.252,32775,53,20,0,0,17,70,50
1167,161.33.138.250,218.222.215.152,3076,32869,20,0,0,17,1081,1061
1195,192.114.234.8,47.139.7.99,53,41329,20,0,0,17,202,182
1211,212.38.22.43,193.20.182.105,51123,53,20,0,0,17,83,63
1232,193.20.177.176,164.178.21.86,53,1085,20,0,0,17,370,350
1235,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
1250,193.20.177.176,164.178.21.86,53,1085,20,0,0,17,370,350
1257,193.97.215.84,193.20.180.152,32855,53,20,0,0,17,56,36
1260,193.20.177.176,164.178.21.86,53,1085,20,0,0,17,370,350
1261,192.90.119.238,192.114.232.238,65056,28008,20,1,0,17,31,11
1262,49.185.46.41,193.20.180.152,27714,53,20,0,0,17,74,54
1264,192.114.234.19,46.181.17.31,65534,53,20,0,0,17,70,50
1266,163.192.229.156,193.20.182.105,4786,53,20,0,0,17,83,63
1269,193.20.177.176,164.178.21.86,53,1085,20,0,0,17,518,498
1274,192.114.237.215,47.139.7.119,53,37706,20,0,0,17,286,266
1285,193.20.177.176,164.178.21.86,53,1085,20,0,0,17,528,508
1289,193.20.177.176,164.178.21.86,53,1085,20,0,0,17,128,108
1299,145.120.188.51,53.130.232.33,5121,5121,20,0,0,17,60,40
1300,145.120.188.51,104.136.147.4,5121,5121,20,0,0,17,60,40
1303,220.177.193.201,193.188.202.17,49591,4672,20,0,0,17,64,44
1326,223.10.175.155,161.32.168.70,14661,53,20,0,0,17,66,46
1362,49.2.112.1,201.196.236.249,47236,53,20,0,0,17,65,45
1365,216.138.169.193,193.20.180.152,47124,53,20,0,0,17,82,62
1367,145.120.188.58,202.19.52.106,51678,22173,20,0,0,17,141,121
1375,93.65.188.204,193.20.180.152,32768,53,20,0,0,17,70,50
1389,201.196.236.249,49.2.112.1,53,47236,20,0,0,17,137,117
1392,145.148.151.27,193.20.182.105,2684,53,20,0,0,17,85,65
1398,46.72.1.193,193.20.182.96,31729,53,20,0,0,17,72,52
1399,193.20.177.176,10.4.57.78,53,3056,20,0,0,17,224,204
1401,163.192.135.74,193.20.182.96,5423,53,20,0,0,17,73,53
1407,194.128.78.238,164.191.140.32,10001,137,20,0,0,17,78,58
1408,222.229.119.76,193.20.182.105,31325,53,20,0,0,17,71,51
1410,193.188.219.31,201.10.22.239,65506,53,20,0,0,17,60,40
1413,92.107.221.39,193.20.180.152,36684,53,20,0,0,17,69,49
1417,192.90.119.238,192.114.232.238,46496,15650,20,1,0,17,31,11
1448,197.177.23.122,193.20.182.105,22326,53,20,0,0,17,73,53
1451,198.53.192.94,193.20.182.96,36285,53,20,0,0,17,73,53
1456,161.32.164.8,201.49.104.22,60054,53,20,0,0,17,65,45
1461,161.32.164.8,201.49.104.22,60054,53,20,0,0,17,65,45
1465,161.32.164.8,201.49.104.22,60054,53,20,0,0,17,65,45
1477,161.32.164.8,201.49.104.22,60054,53,20,0,0,17,65,45
1485,44.206.248.104,192.114.234.8,60862,53,20,0,0,17,84,64
1486,44.206.248.104,192.114.234.8,60862,53,20,0,0,17,72,52
1492,215.224.67.0,193.20.182.96,49390,53,20,0,0,17,84,64
1493,192.114.234.8,44.206.248.104,53,60862,20,0,0,17,268,248
1495,192.114.234.8,44.206.248.104,53,60862,20,0,0,17,212,192
1529,186.145.129.31,93.108.7.153,9804,10363,20,0,0,17,112,92
1540,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
1546,54.7.149.30,164.66.34.199,1036,137,20,0,0,17,78,58
1551,196.37.168.179,193.20.180.152,32910,53,20,0,0,17,56,36
1581,198.53.192.28,193.20.182.96,46247,53,20,0,0,17,73,53
1589,152.223.13.125,164.66.46.64,32785,53,20,0,0,17,58,38
1615,145.120.188.51,201.137.62.252,49318,33441,20,0,0,17,40,20
1623,145.120.188.51,201.137.62.252,49318,33442,20,0,0,17,40,20
1624,145.120.188.51,201.137.62.252,49318,33443,20,0,0,17,40,20
1625,145.120.188.51,201.137.62.252,49318,33444,20,0,0,17,40,20
1627,145.120.188.51,201.137.62.252,49318,33445,20,0,0,17,40,20
1629,222.151.83.46,193.20.182.105,16496,53,20,0,0,17,72,52
1630,145.120.188.51,201.137.62.252,49318,33446,20,0,0,17,40,20
1631,145.120.188.51,201.137.62.252,49318,33447,20,0,0,17,40,20
1632,145.120.188.51,201.137.62.252,49318,33448,20,0,0,17,40,20
1633,145.120.188.51,201.137.62.252,49318,33449,20,0,0,17,40,20
1634,145.120.188.51,201.137.62.252,49318,33450,20,0,0,17,40,20
1635,145.120.188.51,201.137.62.252,49318,33451,20,0,0,17,40,20
1636,145.120.188.51,201.137.62.252,49318,33452,20,0,0,17,40,20
1637,145.120.188.51,201.137.62.252,49318,33453,20,0,0,17,40,20
1640,145.120.188.51,201.137.62.252,49318,33454,20,0,0,17,40,20
1641,145.120.188.51,201.137.62.252,49318,33455,20,0,0,17,40,20
1642,145.120.188.51,201.137.62.252,49318,33456,20,0,0,17,40,20
1644,145.120.188.51,201.137.62.252,49318,33457,20,0,0,17,40,20
1647,49.72.179.41,164.66.46.64,45887,53,20,0,0,17,68,48
1650,145.120.188.51,201.137.62.252,49318,33458,20,0,0,17,40,20
1651,145.120.188.51,201.137.62.252,49318,33459,20,0,0,17,40,20
1652,145.120.188.51,201.137.62.252,49318,33460,20,0,0,17,40,20
1653,164.66.46.64,152.223.13.125,53,32785,20,0,0,17,196,176
1654,145.120.188.51,201.137.62.252,49318,33461,20,0,0,17,40,20
1657,145.120.188.51,201.137.62.252,49318,33462,20,0,0,17,40,20
1658,145.120.188.51,201.137.62.252,49318,33463,20,0,0,17,40,20
1660,145.120.188.51,201.137.62.252,49318,33464,20,0,0,17,40,20
1661,145.120.188.51,201.137.62.252,49318,33465,20,0,0,17,40,20
1662,145.120.188.51,201.137.62.252,49318,33466,20,0,0,17,40,20
1665,145.120.188.51,201.137.62.252,49318,33467,20,0,0,17,40,20
1666,145.120.188.51,201.137.62.252,49318,33468,20,0,0,17,40,20
1667,145.120.188.51,201.137.62.252,49318,33469,20,0,0,17,40,20
1668,145.120.188.51,201.137.62.252,49318,33470,20,0,0,17,40,20
1670,145.120.188.51,201.137.62.252,49318,33471,20,0,0,17,40,20
1672,145.120.188.51,201.137.62.252,49318,33472,20,0,0,17,40,20
1673,145.120.188.51,201.137.62.252,49318,33473,20,0,0,17,40,20
1676,145.120.188.51,201.137.62.252,49318,33474,20,0,0,17,40,20
1692,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
1710,35.203.235.214,192.114.238.37,37770,4000,20,0,0,17,46,26
1722,193.20.177.176,10.10.1.1,53,61605,20,0,0,17,527,507
1725,164.66.46.64,49.72.179.41,53,45887,20,0,0,17,206,186
1727,193.88.82.214,193.20.182.96,51911,53,20,0,0,17,73,53
1733,192.92.7.51,193.20.180.152,32805,53,20,0,0,17,68,48
1745,192.38.123.211,201.196.236.249,32775,53,20,0,0,17,53,33
1758,192.92.7.51,193.20.180.152,32805,53,20,0,0,17,68,48
1790,193.108.40.195,193.20.180.152,1029,53,20,0,0,17,61,41
1815,192.114.234.19,213.222.222.41,65534,53,20,0,0,17,61,41
1822,192.114.234.19,213.222.222.41,65534,53,20,0,0,17,61,41
1825,214.204.140.44,193.20.182.105,2431,53,20,0,0,17,83,63
1835,193.20.177.176,192.8.66.16,53,1036,20,0,0,17,523,503
1845,208.35.228.200,164.66.46.64,19875,53,20,0,0,17,56,36
1879,46.128.238.120,164.66.46.120,53,14964,20,0,0,17,257,237
1890,198.145.153.12,193.20.182.105,33791,53,20,0,0,17,83,63
1891,193.20.177.176,10.59.1.177,53,1033,20,0,0,17,357,337
1892,214.148.214.237,193.20.182.96,53,53,20,0,0,17,84,64
1903,46.148.100.242,193.188.224.94,53,25900,20,0,0,17,103,83
1927,192.114.237.128,95.46.238.182,53,2399,20,0,0,17,181,161
1973,201.196.236.249,200.88.32.219,53,50523,20,0,0,17,204,184
1978,215.233.21.79,193.20.182.96,53,53,20,0,0,17,82,62
1982,192.92.7.51,193.20.180.152,32805,53,20,0,0,17,71,51
1983,198.53.192.28,193.20.182.96,64353,53,20,0,0,17,73,53
1984,201.196.236.249,200.88.32.219,53,50523,20,0,0,17,204,184
1985,46.148.100.242,193.188.224.94,53,25900,20,0,0,17,103,83
1989,161.33.114.43,49.33.43.119,53600,53,20,0,0,17,86,66
1999,193.188.224.94,46.148.100.242,25900,53,20,0,0,17,70,50
2005,198.53.192.28,193.20.182.105,32394,53,20,0,0,17,72,52
2008,212.229.109.1,193.20.180.152,53,53,20,0,0,17,63,43
2010,145.120.118.23,120.47.25.117,123,123,20,0,0,17,76,56
2011,193.98.0.87,192.114.235.171,53,62812,20,0,0,17,138,118
2014,201.133.103.170,193.20.180.152,53,53,20,0,0,17,62,42
2015,201.133.103.170,193.20.180.152,53,53,20,0,0,17,62,42
2016,201.133.103.170,193.20.180.152,53,53,20,0,0,17,62,42
2017,35.47.107.7,193.20.182.96,60615,53,20,0,0,17,71,51
2019,201.133.103.170,193.20.180.152,53,53,20,0,0,17,62,42
2020,201.133.103.170,193.20.180.152,53,53,20,0,0,17,62,42
2021,201.133.103.170,193.20.180.152,53,53,20,0,0,17,62,42
2023,201.196.236.249,35.47.107.7,53,58517,20,0,0,17,135,115
2025,201.196.236.249,200.88.32.219,53,50523,20,0,0,17,204,184
2043,198.53.192.24,193.20.180.152,31090,53,20,0,0,17,72,52
2076,196.37.168.179,193.20.180.152,32910,53,20,0,0,17,61,41
2078,193.188.224.94,46.148.100.242,25900,53,20,0,0,17,70,50
2084,223.44.70.175,193.20.182.96,53,53,20,0,0,17,66,46
2087,193.96.25.118,193.20.180.152,33065,53,20,0,0,17,62,42
2088,193.20.177.176,192.168.0.1,53,1034,20,0,0,17,475,455
2090,161.33.138.250,216.54.112.87,3076,60823,20,0,0,17,89,69
2092,192.114.237.203,197.192.92.3,48039,53,20,0,0,17,112,92
2094,161.33.138.250,92.112.102.229,3076,1600,20,0,0,17,1081,1061
2096,161.33.138.250,216.54.112.87,3076,60823,20,0,0,17,1049,1029
2100,161.33.138.250,92.131.190.41,3076,6398,20,0,0,17,1081,1061
2102,161.33.138.250,216.83.219.202,3076,14419,20,0,0,17,1081,1061
2110,193.20.177.176,192.168.0.1,53,1034,20,0,0,17,234,214
2125,163.192.135.77,193.20.182.96,62233,53,20,0,0,17,72,52
2127,201.196.236.249,94.213.81.162,53,14678,20,0,0,17,147,127
2140,192.132.74.251,193.20.180.41,53,32802,20,0,0,17,396,376
2145,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
2150,164.93.138.62,47.48.12.59,7000,6881,20,0,0,17,91,71
2153,223.44.70.175,193.20.182.96,53,53,20,0,0,17,61,41
2156,222.151.83.46,193.20.182.105,59287,53,20,0,0,17,73,53
2170,222.144.75.50,193.20.182.96,53,53,20,0,0,17,85,65
2185,200.19.218.108,145.120.188.51,5890,5890,20,0,0,17,60,40
2189,160.80.98.255,193.20.182.96,53,53,20,0,0,17,66,46
2191,223.0.94.191,201.196.236.249,32768,53,20,0,0,17,67,47
2194,199.139.106.91,193.20.180.152,60638,53,20,0,0,17,73,53
2196,152.238.223.239,193.20.180.152,32773,53,20,0,0,17,64,44
2208,209.19.254.208,193.20.182.96,37826,53,20,0,0,17,72,52
2211,222.151.83.46,193.20.182.105,15405,53,20,0,0,17,73,53
2226,215.77.212.134,164.66.234.207,53,61609,20,0,0,17,143,123
2242,212.199.90.224,193.20.182.96,36523,53,20,0,0,17,72,52
2261,208.27.40.248,193.20.182.96,60817,53,20,0,0,17,71,51
2290,194.128.78.238,164.191.140.34,10001,137,20,0,0,17,78,58
2303,193.20.177.176,192.168.0.230,53,1117,20,0,0,17,318,298
2304,170.202.100.2,193.20.182.105,32769,53,20,0,0,17,83,63
2308,212.198.193.80,193.20.182.105,1066,53,20,0,0,17,72,52
2330,222.128.131.69,193.176.196.176,53,3451,20,0,0,17,298,278
2360,196.37.168.179,193.20.180.152,32910,53,20,0,0,17,66,46
2362,222.151.83.46,193.20.182.96,33935,53,20,0,0,17,73,53
2374,164.66.46.64,208.35.228.200,53,19875,20,0,0,17,254,234
2375,222.151.83.46,193.20.182.96,51728,53,20,0,0,17,72,52
2376,161.32.6.253,201.42.118.109,52663,53,20,0,0,17,62,42
2379,193.20.177.176,201.165.161.98,53,1031,20,0,0,17,336,316
2388,203.84.38.206,161.32.160.245,53,1036,20,0,0,17,191,171
2394,46.32.231.131,193.20.182.105,32768,53,20,0,0,17,83,63
2399,203.84.38.206,161.32.160.245,53,1036,20,0,0,17,191,171
2401,46.0.115.60,193.20.182.96,1620,53,20,0,0,17,84,64
2403,46.0.115.60,193.20.182.96,1620,53,20,0,0,17,28,8
2418,193.97.214.96,193.20.180.152,34421,53,20,0,0,17,73,53
2423,161.32.145.113,94.67.92.99,54873,53,20,0,0,17,90,70
2424,161.32.145.113,95.1.79.239,53,41652,20,0,0,17,226,206
2429,193.98.240.151,193.20.180.152,33620,53,20,0,0,17,67,47
2432,161.32.160.245,203.84.39.33,1036,53,20,0,0,17,74,54
2434,161.32.160.245,203.84.39.33,1036,53,20,0,0,17,74,54
2446,94.44.92.33,193.188.202.41,53,51826,20,0,0,17,269,249
2460,201.196.236.249,50.136.211.210,53,20353,20,0,0,17,197,177
2463,152.238.223.227,193.20.180.152,32773,53,20,0,0,17,63,43
2465,193.107.19.91,193.20.180.152,32768,53,20,0,0,17,69,49
2475,54.7.149.30,164.66.34.198,1036,137,20,0,0,17,78,58
2481,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
2498,193.192.150.68,193.20.182.96,9447,53,20,0,0,17,63,43
2511,164.93.21.147,46.148.100.242,55600,53,20,0,0,17,67,47
2537,161.33.138.250,216.52.43.193,3076,1054,20,0,0,17,1081,1061
2540,161.33.138.250,192.177.73.91,3076,25111,20,0,0,17,1049,1029
2552,161.33.138.250,218.222.215.152,3076,32869,20,0,0,17,89,69
2556,161.33.138.250,218.222.215.152,3076,32869,20,0,0,17,1049,1029
2557,161.33.138.250,218.222.215.152,3076,32869,20,0,0,17,89,69
2559,161.33.138.250,218.222.215.152,3076,32869,20,0,0,17,1049,1029
2563,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
2576,193.196.159.3,201.196.236.252,57908,53,20,0,0,17,70,50
2596,46.72.1.192,193.20.182.96,63860,53,20,0,0,17,71,51
2606,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
2635,222.144.75.50,193.20.182.96,53,53,20,0,0,17,84,64
2637,222.151.83.254,193.20.182.105,46278,53,20,0,0,17,72,52
2659,164.93.26.20,43.64.150.114,32769,53,20,0,0,17,71,51
2660,193.20.177.176,156.146.15.125,53,1051,20,0,0,17,532,512
2662,164.93.26.20,43.64.150.114,32769,53,20,0,0,17,71,51
2668,193.107.18.167,193.20.180.152,32768,53,20,0,0,17,75,55
2676,193.34.140.227,193.20.182.105,1025,53,20,0,0,17,72,52
2677,212.199.140.48,193.20.182.105,25042,53,20,0,0,17,85,65
2678,223.215.2.247,201.196.236.249,49475,53,20,0,0,17,57,37
2680,212.162.63.185,193.20.180.152,2166,53,20,0,0,17,76,56
2684,193.20.177.176,192.8.66.16,53,1036,20,0,0,17,523,503
2686,92.107.221.33,193.20.180.152,37615,53,20,0,0,17,63,43
2689,196.37.168.179,193.20.180.152,32910,53,20,0,0,17,58,38
2696,201.196.236.249,223.215.2.247,53,49475,20,0,0,17,121,101
2702,193.20.177.176,10.205.32.99,53,1051,20,0,0,17,564,544
2712,46.243.97.50,193.20.182.96,9626,53,20,0,0,17,71,51
2717,164.93.10.185,51.44.194.208,11852,61412,20,0,0,17,135,115
2723,196.37.168.179,193.20.180.152,32910,53,20,0,0,17,55,35
2727,44.99.194.205,193.20.182.105,32772,53,20,0,0,17,82,62
2740,223.136.183.141,193.188.202.41,53,51826,20,0,0,17,165,145
2741,170.210.5.178,193.20.182.105,14664,53,20,0,0,17,73,53
2746,201.196.236.249,45.157.142.236,53,33161,20,0,0,17,126,106
2755,209.19.254.208,193.20.182.96,30526,53,20,0,0,17,72,52
2777,212.162.63.189,193.20.182.96,3699,53,20,0,0,17,84,64
2778,199.72.227.75,164.191.22.209,55555,6881,20,0,0,17,91,71
2793,163.208.147.24,193.20.180.152,32979,53,20,0,0,17,61,41
2796,163.208.147.24,193.20.180.152,32979,53,20,0,0,17,61,41
2803,164.191.22.209,199.72.227.75,6881,55555,20,0,0,17,302,282
2811,193.98.245.126,193.20.180.152,36599,53,20,0,0,17,62,42
2818,222.102.66.208,193.20.180.152,53,53,20,0,0,17,73,53
2825,47.15.248.208,193.20.182.96,1026,53,20,0,0,17,83,63
2835,198.53.192.6,192.114.234.8,11521,53,20,0,0,17,72,52
2845,198.233.41.171,193.20.182.96,32769,53,20,0,0,17,83,63
2846,192.114.234.8,198.53.192.6,53,11521,20,0,0,17,160,140
2854,208.70.31.155,145.120.109.4,30440,6970,20,0,0,17,390,370
2855,208.70.31.155,145.120.109.4,30440,6970,20,0,0,17,390,370
2859,48.147.159.70,201.196.236.249,26765,53,20,0,0,17,60,40
2877,201.196.236.249,48.147.159.70,53,26765,20,0,0,17,197,177
2879,161.175.39.109,193.20.180.152,53,53,20,0,0,17,73,53
2882,193.20.177.176,192.168.0.230,53,1117,20,0,0,17,523,503
2902,201.196.236.249,215.129.10.37,53,53,20,0,0,17,113,93
2918,201.83.74.108,193.20.180.152,45225,53,20,0,0,17,73,53
2926,193.188.224.94,46.148.100.242,25900,53,20,0,0,17,69,49
2928,46.243.97.50,193.20.182.105,8953,53,20,0,0,17,72,52
2929,201.83.74.108,193.20.180.152,45225,53,20,0,0,17,73,53
2941,201.196.236.249,194.41.30.78,53,32852,20,0,0,17,131,111
2945,145.120.109.4,208.70.31.155,6970,30440,20,0,0,17,70,50
2963,200.190.6.200,193.188.201.171,8479,53,20,0,0,17,77,57
2968,54.7.149.30,164.66.34.237,1036,137,20,0,0,17,78,58
2975,192.7.16.115,193.20.180.152,32911,53,20,0,0,17,74,54
