Packet Number,Source IP,Destination IP,Source Port,Destination Port,IHL(byte),DSCP,ECN,Protocol,Packet Length,UDP_Length
18251,201.196.236.249,201.103.207.12,53,10561,20,0,0,17,102,82
18252,95.35.18.190,161.32.168.175,53,1065,20,0,0,17,392,372
18253,42.222.232.170,192.114.229.170,35914,27749,20,8,0,17,134,114
18254,164.66.89.93,95.5.165.2,32805,123,20,0,0,17,76,56
18269,44.112.122.188,193.20.182.105,53,53,20,0,0,17,82,62
18288,200.24.50.108,164.66.234.207,53,61609,20,0,0,17,164,144
18294,201.196.236.252,215.248.95.54,53,53,20,0,0,17,277,257
18297,200.24.50.108,164.66.234.207,53,61609,20,0,0,17,164,144
18298,49.140.28.231,193.20.182.96,12715,53,20,0,0,17,66,46
18302,198.53.192.67,193.20.182.96,5096,53,20,0,0,17,71,51
18315,44.32.65.128,193.20.182.105,52042,53,20,0,0,17,84,64
18316,200.24.50.108,164.66.234.207,53,61609,20,0,0,17,164,144
18320,213.23.48.41,193.20.182.105,34877,53,20,0,0,17,83,63
18328,93.224.157.194,193.176.202.69,12,12417,20,0,0,17,129,109
18337,200.24.50.108,164.66.234.207,53,61609,20,0,0,17,164,144
18340,164.66.234.207,223.230.91.132,61609,53,20,0,0,17,79,59
18351,48.74.130.35,201.196.236.249,1576,53,20,0,0,17,62,42
18356,164.66.234.207,223.230.91.132,61609,53,20,0,0,17,79,59
18363,193.96.216.93,193.20.180.152,54111,53,20,0,0,17,72,52
18371,193.107.190.167,193.20.180.152,53074,53,20,0,0,17,83,63
18381,164.66.234.207,223.230.91.132,61609,53,20,0,0,17,79,59
18397,201.196.236.249,48.74.130.35,53,1576,20,0,0,17,199,179
18398,164.66.234.207,223.230.91.132,61609,53,20,0,0,17,79,59
18400,213.119.61.227,193.20.180.152,30647,53,20,0,0,17,74,54
18403,46.27.80.253,193.20.182.105,32768,53,20,0,0,17,85,65
18405,192.114.237.128,44.234.113.202,37044,53,20,0,0,17,72,52
18407,192.114.238.37,55.21.133.119,4000,62865,20,0,0,17,50,30
18420,49.185.46.47,201.196.236.249,47627,53,20,0,0,17,55,35
18424,35.47.107.7,193.20.182.96,48789,53,20,0,0,17,74,54
18455,213.229.41.192,193.20.182.105,32768,53,20,0,0,17,84,64
18459,47.15.248.155,193.20.182.105,2986,53,20,0,0,17,82,62
18460,222.229.119.66,193.20.182.105,53160,53,20,0,0,17,73,53
18469,201.196.236.249,49.185.46.47,53,47627,20,0,0,17,102,82
18482,163.50.128.25,193.20.182.96,33652,53,20,0,0,17,83,63
18486,51.22.240.121,193.20.182.96,42826,53,20,0,0,17,72,52
18518,46.57.1.56,193.20.182.96,32818,53,20,0,0,17,84,64
18540,145.120.78.67,94.96.103.39,34718,123,20,0,0,17,76,56
18546,193.86.24.94,193.20.182.96,41719,53,20,0,0,17,84,64
18549,49.185.46.43,193.20.182.96,52454,53,20,0,0,17,73,53
18550,145.120.78.67,94.96.103.39,34721,123,20,0,0,17,76,56
18576,88.188.88.43,193.20.180.152,47434,53,20,0,0,17,75,55
18585,200.52.210.206,193.20.180.152,49372,53,20,0,0,17,61,41
18588,216.130.117.52,193.20.180.152,19338,53,20,0,0,17,75,55
18590,216.130.117.52,193.20.180.152,19338,53,20,0,0,17,75,55
18594,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
18612,49.185.46.35,193.20.182.96,25759,53,20,0,0,17,73,53
18637,206.211.12.165,193.20.180.152,32940,53,20,0,0,17,62,42
18638,222.253.98.40,193.20.180.152,32768,53,20,0,0,17,61,41
18646,222.253.98.40,193.20.180.152,32768,53,20,0,0,17,61,41
18650,161.33.138.250,92.130.107.35,3076,1405,20,0,0,17,89,69
18652,161.33.138.250,92.130.107.35,3076,1405,20,0,0,17,89,69
18659,161.33.138.250,92.130.107.35,3076,1405,20,0,0,17,1017,997
18665,161.33.138.250,216.83.219.43,3076,54924,20,0,0,17,1081,1061
18666,161.33.138.250,216.52.39.130,3076,1169,20,0,0,17,1081,1061
18667,161.33.138.250,213.180.122.118,3076,3076,20,0,0,17,89,69
18689,212.198.105.15,193.20.182.105,29072,53,20,0,0,17,83,63
18698,152.238.223.201,201.196.236.249,17477,53,20,0,0,17,62,42
18712,161.33.114.43,223.136.184.131,53600,53,20,0,0,17,85,65
18715,44.115.50.2,201.196.236.252,1528,53,20,0,0,17,64,44
18724,150.4.85.128,164.66.46.64,3884,53,20,0,0,17,56,36
18727,201.196.236.252,44.115.50.2,53,1528,20,0,0,17,313,293
18731,193.97.215.83,193.20.180.152,32922,53,20,0,0,17,62,42
18733,161.32.160.59,45.171.228.240,61763,3544,20,0,0,17,105,85
18737,193.20.177.176,10.4.57.78,53,3056,20,0,0,17,224,204
18738,164.143.133.23,223.136.184.131,32776,53,20,0,0,17,82,62
18739,43.230.220.96,193.188.201.161,7255,11755,20,0,0,17,129,109
18743,214.148.218.162,193.20.182.105,2022,53,20,0,0,17,80,60
18758,214.148.218.162,193.20.182.105,2022,53,20,0,0,17,28,8
18773,92.96.5.113,193.20.180.152,32768,53,20,0,0,17,78,58
18784,161.33.114.43,203.54.106.241,53600,53,20,0,0,17,87,67
18790,164.66.46.64,150.4.85.128,53,3884,20,0,0,17,254,234
18791,161.33.114.43,203.54.106.241,53600,53,20,0,0,17,86,66
18832,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
18838,164.93.26.20,43.64.150.114,32769,53,20,0,0,17,71,51
18839,164.93.26.20,43.64.150.114,32769,53,20,0,0,17,71,51
18843,209.113.56.26,193.20.182.96,50816,53,20,0,0,17,74,54
18856,44.112.122.188,193.20.182.105,53,53,20,0,0,17,85,65
18862,223.10.198.115,193.20.182.96,34225,53,20,0,0,17,73,53
18868,193.91.212.3,193.20.182.96,44983,53,20,0,0,17,82,62
18886,92.96.5.112,193.20.180.152,52609,53,20,0,0,17,86,66
18895,145.120.188.50,197.139.70.109,2119,2119,20,0,0,17,344,324
18912,193.188.202.41,209.116.134.59,51826,53,20,0,0,17,71,51
18949,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
18951,46.243.97.50,193.20.182.96,6111,53,20,0,0,17,73,53
18961,46.148.100.242,193.188.224.94,53,25900,20,0,0,17,101,81
18971,163.50.128.25,193.20.182.96,33652,53,20,0,0,17,82,62
18973,192.114.237.203,222.76.144.128,48039,53,20,0,0,17,76,56
18977,164.93.138.63,42.146.212.230,7000,35614,20,0,0,17,91,71
18978,164.93.91.163,46.148.100.242,32768,53,20,0,0,17,67,47
18980,35.47.107.7,193.20.182.96,33758,53,20,0,0,17,73,53
18991,204.49.152.36,193.20.180.152,34124,53,20,0,0,17,74,54
18993,49.90.179.93,193.20.182.105,11057,53,20,0,0,17,70,50
19005,193.108.40.202,193.20.180.152,32771,53,20,0,0,17,58,38
19017,52.160.113.12,193.20.182.96,53,53,20,0,0,17,118,98
19023,161.33.138.250,54.8.125.40,3076,32768,20,0,0,17,1081,1061
19025,193.188.224.94,46.148.100.242,25900,53,20,0,0,17,69,49
19052,201.196.236.249,208.35.139.244,53,32768,20,0,0,17,186,166
19058,35.8.161.123,201.196.236.249,32772,53,20,0,0,17,66,46
19067,50.97.31.109,164.66.46.64,32768,53,20,0,0,17,67,47
19076,69.0.46.21,193.20.180.152,35476,53,20,0,0,17,62,42
19092,49.185.46.37,201.196.236.249,58065,53,20,0,0,17,53,33
19099,222.160.147.169,193.20.182.96,3587,53,20,0,0,17,73,53
19107,164.66.46.64,50.97.31.109,53,32768,20,0,0,17,265,245
19109,214.148.218.162,193.20.182.105,2022,53,20,0,0,17,82,62
19110,201.196.236.249,49.185.46.37,53,58065,20,0,0,17,99,79
19121,214.148.218.162,193.20.182.105,2022,53,20,0,0,17,28,8
19180,193.107.18.188,193.20.180.152,32768,53,20,0,0,17,69,49
19184,212.196.239.32,193.20.180.152,47617,53,20,0,0,17,70,50
19193,201.196.236.249,196.83.93.32,53,42903,20,0,0,17,130,110
19202,222.1.141.68,193.20.182.105,53,53,20,0,0,17,83,63
19230,208.243.57.46,161.32.8.0,13356,22220,20,0,0,17,129,109
19268,161.32.88.232,193.42.189.172,52663,53,20,0,0,17,76,56
19272,193.188.202.41,201.49.104.22,51826,53,20,0,0,17,66,46
19273,149.198.195.199,46.128.238.120,1558,53,20,0,0,17,75,55
19284,160.19.10.65,193.20.182.96,19005,53,20,0,0,17,73,53
19287,192.96.68.138,193.20.180.152,32768,53,20,0,0,17,64,44
19288,192.96.68.138,193.20.180.152,32768,53,20,0,0,17,64,44
19289,192.96.68.138,193.20.180.152,32768,53,20,0,0,17,64,44
19291,192.96.68.138,193.20.180.152,32768,53,20,0,0,17,64,44
19327,223.105.179.186,192.114.234.10,58278,53,20,0,0,17,72,52
19328,92.45.66.148,193.188.201.161,17226,11755,20,0,0,17,129,109
19329,145.120.188.50,173.24.244.55,5121,5121,20,0,0,17,60,40
19345,44.108.144.15,193.20.180.152,20302,53,20,0,0,17,68,48
19347,161.32.145.113,95.1.79.239,53,42494,20,0,0,17,226,206
19348,50.41.29.4,192.114.236.181,32007,20190,20,0,0,17,187,167
19351,49.80.220.153,164.66.46.120,6277,35068,20,0,0,17,96,76
19355,223.136.184.131,193.188.202.41,53,51826,20,0,0,17,141,121
19357,201.196.236.249,193.93.161.31,53,2805,20,0,0,17,116,96
19358,213.229.33.218,193.20.182.105,47563,53,20,0,0,17,84,64
19359,192.114.234.10,223.105.179.186,53,58278,20,0,0,17,186,166
19364,193.20.177.176,10.1.121.11,53,4243,20,0,0,17,349,329
19365,50.97.31.109,164.66.46.64,32768,53,20,0,0,17,70,50
19381,192.114.236.181,50.41.29.4,20190,32007,20,0,0,17,97,77
19389,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
19407,164.66.46.64,50.97.31.109,53,32768,20,0,0,17,209,189
19415,50.41.29.4,192.114.238.37,32007,4000,20,0,0,17,113,93
19419,201.196.236.249,209.98.76.132,53,1078,20,0,0,17,437,417
19428,201.196.236.249,209.98.76.132,53,1078,20,0,0,17,437,417
19438,223.44.166.144,164.66.89.93,123,32805,20,0,0,17,76,56
19442,200.116.57.86,164.66.89.92,123,32872,20,0,0,17,76,56
19447,192.114.238.37,50.41.29.4,4000,32007,20,0,0,17,96,76
19454,193.91.212.3,193.20.182.96,44983,53,20,0,0,17,70,50
19461,163.174.141.123,193.20.180.152,2563,53,20,0,0,17,60,40
19464,193.108.40.235,193.20.180.152,1102,53,20,0,0,17,73,53
19466,164.66.89.92,200.116.57.86,32872,123,20,0,0,17,76,56
19474,192.96.63.238,193.20.182.96,38280,53,20,0,0,17,80,60
19488,44.108.144.15,193.20.180.152,42589,53,20,0,0,17,71,51
19496,145.120.188.51,104.173.234.246,4119,4119,20,0,0,17,344,324
19501,193.108.40.194,193.20.180.152,36824,53,20,0,0,17,64,44
19502,193.108.40.194,193.20.180.152,36824,53,20,0,0,17,64,44
19508,193.108.40.194,193.20.180.152,36824,53,20,0,0,17,64,44
19509,164.66.89.92,215.58.238.105,32872,123,20,0,0,17,76,56
19510,193.20.177.176,192.168.15.7,53,32768,20,0,0,17,464,444
19513,193.108.40.194,193.20.180.152,36824,53,20,0,0,17,64,44
19521,198.53.192.24,193.20.182.96,53830,53,20,0,0,17,72,52
19531,201.196.236.249,104.222.236.147,53,60268,20,0,0,17,227,207
19533,164.216.65.178,204.102.135.202,51645,53,20,0,0,17,90,70
19558,223.153.190.192,164.143.133.22,53,32777,20,0,0,17,178,158
19568,161.32.145.124,201.44.14.40,54873,53,20,0,0,17,72,52
19581,160.178.148.212,164.66.234.207,56518,53,20,0,0,17,84,64
19609,192.130.27.83,193.20.182.105,59583,53,20,0,0,17,82,62
19612,209.113.53.179,193.20.182.96,45830,53,20,0,0,17,73,53
19613,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
19632,198.53.192.95,193.20.180.152,50152,53,20,0,0,17,65,45
19648,198.104.21.151,193.20.182.105,53,53,20,0,0,17,84,64
19655,49.14.88.58,193.20.180.152,57843,53,20,0,0,17,78,58
19658,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
19661,46.148.100.242,193.188.224.94,53,25900,20,0,0,17,103,83
19671,193.108.40.202,193.20.180.152,32771,53,20,0,0,17,59,39
19675,193.108.40.202,193.20.180.152,32771,53,20,0,0,17,59,39
19678,193.108.40.202,193.20.180.152,32771,53,20,0,0,17,59,39
19680,193.108.40.202,193.20.180.152,32771,53,20,0,0,17,59,39
19688,94.208.190.194,193.20.180.152,32769,53,20,0,0,17,74,54
19698,161.32.6.253,193.96.163.58,52663,53,20,0,0,17,72,52
19712,44.133.158.132,192.114.234.10,8197,53,20,0,0,17,77,57
19715,35.47.107.7,193.20.182.96,25946,53,20,0,0,17,73,53
19722,198.53.192.7,193.20.182.96,4256,53,20,0,0,17,72,52
19740,192.114.234.10,44.133.158.132,53,8197,20,0,0,17,175,155
19741,193.97.215.84,193.20.180.152,32855,53,20,0,0,17,58,38
19744,222.151.83.46,193.20.182.96,15628,53,20,0,0,17,74,54
19748,164.93.138.63,42.144.18.32,7000,6119,20,0,0,17,91,71
19750,193.188.224.94,46.148.100.242,25900,53,20,0,0,17,70,50
19754,145.120.188.50,201.5.1.171,37839,22173,20,0,0,17,141,121
19786,164.66.89.93,215.58.238.105,32805,123,20,0,0,17,76,56
19788,193.42.189.172,161.32.88.232,53,52663,20,0,0,17,92,72
19796,201.196.236.249,193.106.51.243,53,32808,20,0,0,17,112,92
19806,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
19808,46.253.61.103,193.20.182.105,35455,53,20,0,0,17,84,64
19809,47.15.248.155,193.20.182.96,2986,53,20,0,0,17,82,62
19850,218.185.63.134,192.114.227.150,5625,4672,20,10,0,17,52,32
19861,199.165.107.198,193.188.208.217,32915,53,20,0,0,17,88,68
19904,164.66.234.207,197.192.92.41,61609,53,20,0,0,17,109,89
19907,193.188.208.217,199.165.107.198,53,32915,20,0,0,17,149,129
19912,161.33.138.250,193.77.185.52,3076,44968,20,0,0,17,1081,1061
19917,46.0.112.200,193.20.182.96,32770,53,20,0,0,17,82,62
19954,192.34.23.165,193.20.180.152,32777,53,20,0,0,17,66,46
19956,223.10.198.115,193.20.182.96,2308,53,20,0,0,17,72,52
19968,49.185.46.48,193.20.182.96,42533,53,20,0,0,17,74,54
19969,46.180.35.177,193.20.182.105,53,53,20,0,0,17,81,61
19993,201.42.118.109,164.88.48.204,53,60499,20,0,0,17,206,186
19997,212.199.142.153,193.20.182.105,20029,53,20,0,0,17,84,64
20002,43.34.190.50,192.114.237.203,53,48039,20,0,0,17,121,101
20008,193.188.224.94,46.148.100.242,25900,53,20,0,0,17,69,49
20015,193.20.177.176,10.239.81.240,53,1035,20,0,0,17,518,498
20045,44.234.113.202,192.114.237.128,53,37044,20,0,0,17,171,151
20048,193.20.177.176,192.168.225.250,53,1029,20,0,0,17,376,356
20052,192.114.237.128,95.46.238.182,53,2392,20,0,0,17,128,108
20066,208.198.74.177,193.20.182.96,1184,53,20,0,0,17,84,64
20076,200.19.231.73,193.20.180.152,53,53,20,0,0,17,74,54
20077,192.96.63.238,193.20.182.105,38280,53,20,0,0,17,84,64
20083,193.97.214.96,193.20.180.152,34421,53,20,0,0,17,72,52
20086,53.104.66.116,193.20.180.152,32768,53,20,0,0,17,85,65
20105,152.238.223.240,193.20.180.152,32795,53,20,0,0,17,61,41
20110,222.151.83.46,193.20.182.105,60206,53,20,0,0,17,73,53
20116,186.145.25.89,46.228.146.139,53,36004,20,0,0,17,123,103
20117,164.93.152.188,212.129.120.21,53,53,20,0,0,17,77,57
20119,209.19.254.208,193.20.182.96,52416,53,20,0,0,17,71,51
20127,201.196.236.249,202.85.193.78,53,1063,20,0,0,17,193,173
20133,200.190.4.147,193.188.201.171,37283,53,20,0,0,17,88,68
20177,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
20184,149.198.202.146,150.152.109.194,52064,53,20,0,0,17,64,44
20186,11.87.171.224,201.196.236.249,32768,53,20,0,0,17,57,37
20196,193.25.190.22,193.20.182.96,41335,53,20,0,0,17,73,53
20216,51.187.66.227,201.196.236.252,53,53,20,0,0,17,89,69
20258,201.196.236.252,51.187.66.227,53,53,20,0,0,17,118,98
20270,149.198.236.201,223.136.184.213,4546,53,20,0,0,17,70,50
20276,149.198.236.201,223.136.184.213,4546,53,20,0,0,17,72,52
20280,222.46.19.92,193.20.182.96,32768,53,20,0,0,17,84,64
20285,161.33.138.250,216.49.6.55,3076,1761,20,0,0,17,1081,1061
20288,149.198.236.201,223.136.184.213,4546,53,20,0,0,17,71,51
20295,161.33.138.250,92.112.155.91,3076,10875,20,0,0,17,372,352
20296,161.33.138.250,92.112.155.91,3076,10875,20,0,0,17,89,69
20297,161.33.138.250,92.112.155.91,3076,10875,20,0,0,17,734,714
20298,209.113.56.29,193.20.182.96,50764,53,20,0,0,17,74,54
20305,161.33.138.250,216.137.34.134,3076,1112,20,0,0,17,1049,1029
20306,161.33.138.250,216.51.84.194,3076,1321,20,0,0,17,1081,1061
20320,208.27.40.241,193.20.182.96,33892,53,20,0,0,17,61,41
20325,186.145.208.213,46.228.146.139,53,36004,20,0,0,17,145,125
20345,164.66.89.92,95.5.165.2,32872,123,20,0,0,17,76,56
20346,209.67.110.118,193.20.182.96,18119,53,20,0,0,17,83,63
20359,164.143.51.168,45.171.241.76,53,53,20,0,0,17,87,67
20362,44.136.226.208,193.20.182.96,53,53,20,0,0,17,84,64
20371,208.226.141.78,193.20.182.96,53927,53,20,0,0,17,82,62
20374,164.143.51.168,177.182.180.159,53,53,20,0,0,17,73,53
20375,164.143.51.168,177.182.180.159,53,53,20,0,0,17,74,54
20376,164.143.51.168,177.182.180.159,53,53,20,0,0,17,74,54
20377,164.143.51.168,177.182.180.159,53,53,20,0,0,17,74,54
20378,164.143.51.168,177.182.180.159,53,53,20,0,0,17,74,54
20399,49.185.46.43,193.20.180.152,11858,53,20,0,0,17,74,54
20422,222.76.144.128,192.114.237.203,53,48039,20,0,0,17,126,106
20426,145.120.188.50,46.78.171.1,64874,33441,20,0,0,17,40,20
20442,193.97.215.84,193.20.180.152,32855,53,20,0,0,17,64,44
20444,45.153.10.228,193.20.182.96,1055,53,20,0,0,17,66,46
20463,197.24.255.178,193.20.182.96,6908,53,20,0,0,17,72,52
20472,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
20526,145.148.151.24,193.20.182.105,2925,53,20,0,0,17,85,65
20529,198.53.192.6,164.143.133.23,52651,53,20,0,0,17,60,40
20540,222.41.17.245,201.196.236.249,3235,53,20,0,0,17,71,51
20541,201.196.236.249,196.102.88.39,53,1053,20,0,0,17,115,95
20544,192.114.237.128,95.46.238.182,53,2387,20,0,0,17,177,157
20561,222.144.67.205,193.20.182.96,53,53,20,0,0,17,83,63
20564,201.196.236.249,197.192.65.160,53,2476,20,0,0,17,149,129
20569,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
20572,45.171.228.241,161.32.160.59,3544,61763,20,0,0,17,137,117
20578,201.196.236.249,222.41.17.245,53,3235,20,0,0,17,137,117
20582,149.198.202.146,150.152.109.194,52064,53,20,0,0,17,62,42
20585,145.120.188.50,46.78.171.1,64874,33442,20,0,0,17,40,20
20586,145.120.188.50,46.78.171.1,64874,33443,20,0,0,17,40,20
20588,145.120.188.50,46.78.171.1,64874,33444,20,0,0,17,40,20
20589,145.120.188.50,46.78.171.1,64874,33445,20,0,0,17,40,20
20592,145.120.188.50,46.78.171.1,64874,33446,20,0,0,17,40,20
20593,145.120.188.50,46.78.171.1,64874,33447,20,0,0,17,40,20
20594,145.120.188.50,46.78.171.1,64874,33448,20,0,0,17,40,20
20595,145.120.188.50,46.78.171.1,64874,33449,20,0,0,17,40,20
20596,145.120.188.50,46.78.171.1,64874,33450,20,0,0,17,40,20
20597,145.120.188.50,46.78.171.1,64874,33451,20,0,0,17,40,20
20598,145.120.188.50,46.78.171.1,64874,33452,20,0,0,17,40,20
20599,145.120.188.50,46.78.171.1,64874,33453,20,0,0,17,40,20
20603,145.120.188.50,46.78.171.1,64874,33454,20,0,0,17,40,20
20604,145.120.188.50,46.78.171.1,64874,33455,20,0,0,17,40,20
20605,145.120.188.50,46.78.171.1,64874,33456,20,0,0,17,40,20
20607,145.120.188.50,46.78.171.1,64874,33457,20,0,0,17,40,20
20608,145.120.188.50,46.78.171.1,64874,33458,20,0,0,17,40,20
20610,145.120.188.50,46.78.171.1,64874,33459,20,0,0,17,40,20
20616,145.120.188.50,46.78.171.1,64874,33460,20,0,0,17,40,20
20617,145.120.188.50,46.78.171.1,64874,33461,20,0,0,17,40,20
20619,145.120.188.50,46.78.171.1,64874,33462,20,0,0,17,40,20
20620,145.120.188.50,46.78.171.1,64874,33463,20,0,0,17,40,20
20621,145.120.188.50,46.78.171.1,64874,33464,20,0,0,17,40,20
20622,145.120.188.50,46.78.171.1,64874,33465,20,0,0,17,40,20
20623,145.120.188.50,46.78.171.1,64874,33466,20,0,0,17,40,20
20624,145.120.188.50,46.78.171.1,64874,33467,20,0,0,17,40,20
20625,145.120.188.50,46.78.171.1,64874,33468,20,0,0,17,40,20
20626,145.120.188.50,46.78.171.1,64874,33469,20,0,0,17,40,20
20627,145.120.188.50,46.78.171.1,64874,33470,20,0,0,17,40,20
20628,145.120.188.50,46.78.171.1,64874,33471,20,0,0,17,40,20
20630,223.10.198.115,193.20.182.96,40343,53,20,0,0,17,70,50
20631,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
20632,145.120.188.50,46.78.171.1,64874,33472,20,0,0,17,40,20
20633,145.120.188.50,46.78.171.1,64874,33473,20,0,0,17,40,20
20634,145.120.188.50,46.78.171.1,64874,33474,20,0,0,17,40,20
20643,53.76.156.98,193.20.182.96,47047,53,20,0,0,17,70,50
20656,49.185.46.46,193.20.182.96,22598,53,20,0,0,17,69,49
20657,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
20670,192.101.116.9,193.20.180.152,32891,53,20,0,0,17,72,52
20673,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
20674,192.101.116.9,193.20.180.152,32891,53,20,0,0,17,72,52
20676,35.40.250.32,193.20.182.96,16384,53,20,0,0,17,84,64
20691,222.144.67.205,193.20.182.96,53,53,20,0,0,17,79,59
20701,223.10.198.115,193.20.182.96,53316,53,20,0,0,17,72,52
20708,164.143.133.23,198.53.192.6,53,52651,20,0,0,17,195,175
20711,95.5.165.2,164.66.89.93,123,32805,20,0,0,17,76,56
20724,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
20735,161.32.145.113,95.1.79.239,53,42507,20,0,0,17,226,206
20739,164.66.89.93,95.5.165.2,32805,123,20,0,0,17,76,56
20763,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
20770,164.93.91.163,46.148.100.242,32768,53,20,0,0,17,67,47
20771,154.183.210.249,193.20.182.105,47777,53,20,0,0,17,84,64
20779,164.93.17.23,46.180.20.12,55203,53,20,0,0,17,75,55
20780,193.20.177.176,166.56.182.210,53,1032,20,0,0,17,539,519
20792,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
20797,182.6.84.219,214.204.143.17,53,58920,20,0,0,17,163,143
20803,193.97.215.84,193.20.180.152,32855,53,20,0,0,17,60,40
20808,193.20.177.176,172.18.100.135,53,1121,20,0,0,17,535,515
20810,193.20.177.176,172.18.100.135,53,1121,20,0,0,17,522,502
20811,193.20.177.176,172.18.100.135,53,1121,20,0,0,17,526,506
20815,193.20.177.176,172.18.100.135,53,1121,20,0,0,17,535,515
20818,193.20.177.176,172.18.100.135,53,1121,20,0,0,17,535,515
20820,193.20.177.176,172.18.100.135,53,1121,20,0,0,17,535,515
20821,193.20.177.176,172.18.100.135,53,1121,20,0,0,17,221,201
20824,193.20.177.176,10.2.2.1,53,1107,20,0,0,17,574,554
20825,193.20.177.176,172.20.54.26,53,1100,20,0,0,17,525,505
20829,200.19.218.109,145.120.188.58,5122,5122,20,0,0,17,64,44
20831,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
20859,222.144.67.205,193.20.182.96,53,53,20,0,0,17,81,61
20923,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
20924,201.196.236.252,214.181.249.194,53,53,20,0,0,17,277,257
20931,46.148.100.242,193.188.224.94,53,25900,20,0,0,17,101,81
20939,160.72.169.232,212.169.53.174,53,62900,20,0,0,17,154,134
20940,202.41.11.59,193.20.180.152,33418,53,20,0,0,17,69,49
20954,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
20955,160.72.169.232,212.169.53.174,53,62900,20,0,0,17,119,99
20956,46.0.112.9,193.20.182.96,1025,53,20,0,0,17,75,55
20958,160.72.169.232,212.169.53.174,53,62900,20,0,0,17,119,99
20969,160.72.169.232,212.169.53.174,53,62900,20,0,0,17,124,104
20978,160.72.169.232,212.169.53.174,53,62900,20,0,0,17,124,104
20982,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
21010,193.188.224.94,46.148.100.242,25900,53,20,0,0,17,69,49
21012,193.108.40.195,161.32.88.232,1029,53,20,0,0,17,80,60
21013,192.236.57.26,193.20.182.96,53,53,20,0,0,17,82,62
21015,222.144.67.205,193.20.182.96,53,53,20,0,0,17,83,63
21032,193.108.40.202,193.20.180.152,32771,53,20,0,0,17,59,39
21034,172.94.161.204,201.196.236.249,1181,53,20,0,0,17,76,56
21041,222.144.67.205,193.20.182.96,53,53,20,0,0,17,83,63
21044,186.145.140.17,42.136.114.143,43858,44002,20,0,0,17,61,41
21055,193.188.201.171,104.217.146.224,53,53,20,0,0,17,77,57
21061,52.160.113.12,193.20.182.96,53,53,20,0,0,17,118,98
21068,222.144.67.205,193.20.182.96,53,53,20,0,0,17,83,63
21070,35.47.107.7,193.20.182.96,60448,53,20,0,0,17,73,53
21076,198.53.192.4,193.20.182.96,64779,53,20,0,0,17,71,51
21085,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
21089,193.176.192.79,192.238.42.140,18599,32616,20,0,0,17,51,31
21093,193.98.240.144,193.20.180.152,46218,53,20,0,0,17,66,46
21095,200.190.6.200,193.188.201.171,7994,53,20,0,0,17,77,57
21099,223.172.138.184,192.114.236.181,26161,20190,20,0,0,17,65,45
21103,222.144.67.205,193.20.182.96,53,53,20,0,0,17,83,63
21125,222.151.83.46,193.20.182.96,59482,53,20,0,0,17,72,52
21136,221.245.234.183,145.120.241.166,4404,1434,20,0,3,17,404,384
21142,222.144.67.205,193.20.182.96,53,53,20,0,0,17,83,63
21145,46.39.52.180,193.20.182.105,32768,53,20,0,0,17,82,62
21156,215.77.212.132,161.32.145.124,53,54873,20,0,0,17,143,123
21170,44.35.69.64,164.216.107.172,7001,17758,20,0,0,17,48,28
21171,200.190.6.195,193.188.201.171,36952,53,20,0,0,17,77,57
21174,44.8.63.4,193.20.182.96,37342,53,20,0,0,17,83,63
21176,222.144.67.205,193.20.182.96,53,53,20,0,0,17,83,63
21180,201.49.104.22,193.188.202.41,53,51826,20,0,0,17,150,130
21184,54.7.149.30,164.66.34.227,1036,137,20,0,0,17,78,58
21200,222.144.67.205,193.20.182.96,53,53,20,0,0,17,81,61
21211,35.40.250.32,193.20.182.96,16384,53,20,0,0,17,84,64
21216,200.116.57.86,164.66.89.93,123,32805,20,0,0,17,76,56
21219,160.236.0.236,46.78.161.207,49152,53,20,0,0,17,73,53
21227,35.40.250.32,193.20.182.96,16384,53,20,0,0,17,84,64
21228,222.144.67.205,193.20.182.96,53,53,20,0,0,17,82,62
21229,198.182.189.59,182.77.18.0,1716,1434,20,0,0,17,404,384
21230,164.66.89.93,200.116.57.86,32805,123,20,0,0,17,76,56
