Packet Number,Source IP,Destination IP,Source Port,Destination Port,IHL(byte),DSCP,ECN,Protocol,Packet Length,ICMP_Type
48255,193.244.23.205,192.122.97.133,-,-,20,0,0,1,56,3
48464,92.11.242.74,145.120.188.51,-,-,20,0,0,1,56,11
48472,92.11.195.43,145.120.188.51,-,-,20,0,0,1,56,11
48747,164.191.23.52,46.13.147.22,-,-,20,0,0,1,56,11
48889,223.0.152.76,193.20.180.50,-,-,20,0,0,1,84,8
48918,92.11.195.224,145.120.188.51,-,-,20,0,0,1,56,11
49131,202.218.88.122,192.114.232.31,-,-,20,0,0,1,64,8
49149,192.114.232.31,202.218.88.122,-,-,20,0,0,1,64,0
49286,193.188.201.148,216.130.17.144,-,-,20,0,0,1,56,3
49324,193.188.201.151,216.130.17.144,-,-,20,0,0,1,56,3
49369,193.188.201.149,216.130.17.144,-,-,20,0,0,1,576,3
49390,193.188.201.153,216.130.17.144,-,-,20,0,0,1,56,3
49393,193.188.201.145,216.130.17.144,-,-,20,0,0,1,176,3
49486,221.193.44.129,192.114.199.71,-,-,20,0,0,1,92,8
49546,145.120.171.131,221.2.11.36,-,-,20,0,0,1,56,3
49639,192.114.232.3,222.202.56.220,-,-,20,0,0,1,56,3
49730,192.114.234.146,193.25.210.239,-,-,20,0,0,1,56,3
49771,192.114.235.184,89.232.130.86,-,-,20,0,0,1,56,3
50059,212.198.172.96,192.114.227.236,-,-,20,0,0,1,1492,8
50063,192.114.227.236,212.198.172.96,-,-,20,0,0,1,1492,0
50140,193.188.201.226,216.130.17.144,-,-,20,0,0,1,576,3
50145,162.172.138.189,145.120.188.51,-,-,20,0,0,1,168,11
50311,92.11.198.90,164.143.51.168,-,-,20,0,0,1,64,8
50344,189.4.240.178,145.120.188.51,-,-,20,48,0,1,56,11
50348,189.4.248.153,145.120.188.51,-,-,20,0,0,1,56,11
50349,189.4.248.161,145.120.188.51,-,-,20,0,0,1,56,11
50351,189.4.248.161,145.120.188.51,-,-,20,0,0,1,56,11
50372,162.172.138.83,145.120.188.51,-,-,20,0,0,1,56,11
50412,193.188.201.224,216.130.17.144,-,-,20,0,0,1,176,3
50600,40.35.160.90,193.188.251.170,-,-,20,0,0,1,92,8
50640,201.133.145.38,193.188.235.58,-,-,20,0,0,1,92,8
50767,164.191.23.52,221.87.116.16,-,-,20,0,0,1,56,11
51021,40.168.43.45,192.114.218.50,-,-,20,0,0,1,92,8
51031,46.109.180.234,145.120.188.51,-,-,20,0,0,1,56,11
51088,46.109.180.27,145.120.188.51,-,-,20,0,0,1,56,11
51334,69.88.88.158,145.120.188.51,-,-,20,0,0,1,56,11
51811,193.244.23.205,192.56.203.65,-,-,20,0,0,1,56,3
51868,92.237.141.62,193.176.209.179,-,-,20,0,0,1,92,8
51986,95.98.228.16,192.114.235.164,-,-,20,0,0,1,64,8
52008,192.114.235.164,95.98.228.16,-,-,20,0,0,1,64,0
52037,193.188.201.140,216.130.17.144,-,-,20,0,0,1,56,3
52079,44.242.163.68,192.114.246.221,-,-,20,0,0,1,40,8
52140,212.198.172.96,192.114.227.240,-,-,20,0,0,1,1492,8
52160,192.114.227.240,212.198.172.96,-,-,20,0,0,1,1492,0
52168,193.188.201.138,216.130.17.144,-,-,20,0,0,1,576,3
52239,192.114.234.146,43.149.178.215,-,-,20,0,0,1,56,3
52288,164.191.23.52,89.184.126.149,-,-,20,0,0,1,56,11
52688,46.255.41.219,164.66.234.131,-,-,20,0,0,1,576,3
53045,194.210.12.178,145.120.188.51,-,-,20,0,0,1,68,3
53048,194.210.12.178,145.120.188.51,-,-,20,0,0,1,68,3
53057,194.210.3.82,145.120.188.51,-,-,20,0,0,1,56,11
53058,194.210.12.178,145.120.188.51,-,-,20,0,0,1,68,3
53064,194.210.12.178,145.120.188.51,-,-,20,0,0,1,68,3
53070,194.210.12.178,145.120.188.51,-,-,20,0,0,1,68,3
53071,194.210.12.178,145.120.188.51,-,-,20,0,0,1,68,3
53128,221.192.37.147,164.88.229.252,-,-,20,0,0,1,92,8
53287,192.114.235.3,44.246.61.36,-,-,20,0,0,1,56,3
53794,202.218.88.122,192.114.234.162,-,-,20,0,0,1,64,8
53877,192.114.234.162,202.218.88.122,-,-,20,0,0,1,64,0
54009,208.148.165.38,192.114.232.31,-,-,20,8,0,1,64,8
54033,192.114.232.31,208.148.165.38,-,-,20,0,0,1,64,0
54101,193.188.201.200,216.130.17.144,-,-,20,0,0,1,56,3
54130,164.191.23.52,218.24.73.220,-,-,20,0,0,1,56,11
54142,193.188.201.202,216.130.17.144,-,-,20,0,0,1,56,3
54190,40.132.230.251,192.114.205.181,-,-,20,0,0,1,92,8
54302,193.188.201.250,216.130.17.144,-,-,20,0,0,1,56,3
54400,164.143.133.25,44.211.117.97,-,-,20,0,0,1,60,8
54423,193.188.201.194,216.130.17.144,-,-,20,0,0,1,56,3
54441,193.188.201.195,216.130.17.144,-,-,20,0,0,1,56,3
54492,221.22.102.35,193.188.232.115,-,-,20,0,0,1,92,8
55074,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55090,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55092,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55095,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55096,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55107,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55108,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55117,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55121,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55129,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55156,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55309,193.188.201.199,216.130.17.144,-,-,20,0,0,1,56,3
55313,150.4.85.128,164.66.46.64,-,-,20,0,0,1,56,3
55341,92.11.242.74,193.20.177.176,-,-,20,0,0,1,56,3
55614,192.114.234.146,154.68.181.40,-,-,20,0,0,1,56,3
55641,161.32.225.104,92.108.132.101,-,-,20,0,0,1,56,3
55789,192.114.234.146,193.94.189.83,-,-,20,0,0,1,56,3
55860,202.166.51.208,145.120.188.50,-,-,20,0,0,1,84,8
55996,145.120.188.50,202.166.51.208,-,-,20,0,0,1,84,0
56086,193.244.23.205,192.56.203.143,-,-,20,0,0,1,56,3
56092,193.188.201.212,216.130.17.144,-,-,20,0,0,1,56,3
56121,208.58.230.127,193.20.180.129,-,-,20,0,0,1,84,8
56125,193.188.201.212,216.130.17.144,-,-,20,0,0,1,56,3
56183,192.114.235.164,46.24.91.206,-,-,20,0,0,1,64,0
56313,45.194.178.209,193.188.250.19,-,-,20,0,0,1,92,8
56364,161.32.146.145,220.161.215.34,-,-,20,0,0,1,56,3
56447,192.114.232.31,43.24.48.140,-,-,20,0,0,1,64,0
56740,218.16.87.192,192.114.202.133,-,-,20,0,0,1,92,8
56831,192.114.235.184,89.232.130.86,-,-,20,0,0,1,56,3
56899,192.114.236.69,53.130.232.33,-,-,20,0,0,1,84,8
57241,192.160.33.250,182.77.233.162,-,-,20,0,0,1,56,3
57329,192.114.236.69,146.199.181.46,-,-,20,0,0,1,84,8
57331,192.114.236.69,44.136.240.183,-,-,20,0,0,1,84,8
57623,192.114.232.3,192.155.189.70,-,-,20,0,0,1,56,3
57908,212.198.172.96,192.114.227.236,-,-,20,0,0,1,1492,8
57918,192.114.227.236,212.198.172.96,-,-,20,0,0,1,1492,0
57967,193.188.201.161,32.165.200.159,-,-,20,0,0,1,28,0
58039,92.11.198.90,164.143.51.168,-,-,20,0,0,1,64,8
58146,164.191.23.52,49.220.222.135,-,-,20,0,0,1,56,11
58387,150.4.85.128,164.66.46.64,-,-,20,0,0,1,56,3
58681,92.11.242.73,222.76.197.150,-,-,20,48,0,1,56,11
58683,92.11.242.73,222.76.197.150,-,-,20,48,0,1,56,11
58692,92.11.242.73,222.76.197.150,-,-,20,48,0,1,56,11
58745,93.74.218.91,182.77.137.116,-,-,20,0,0,1,92,8
58988,199.99.109.219,164.66.168.5,-,-,20,16,0,1,78,8
59012,164.66.168.5,199.99.109.219,-,-,20,0,0,1,78,0
59026,149.198.202.137,205.214.143.93,-,-,20,0,0,1,56,3
59378,44.136.240.183,192.114.236.69,-,-,20,0,0,1,84,0
59458,193.244.23.205,192.122.97.133,-,-,20,0,0,1,56,3
59474,193.244.23.205,221.169.3.28,-,-,20,0,0,1,56,3
59850,212.198.172.96,192.114.227.240,-,-,20,0,0,1,1492,8
59875,89.123.94.98,192.114.201.43,-,-,20,0,0,1,92,8
59885,192.114.227.240,212.198.172.96,-,-,20,0,0,1,1492,0
60257,182.77.134.123,49.53.53.77,-,-,20,0,0,1,56,3
60659,215.246.136.54,192.114.235.164,-,-,20,0,0,1,84,8
60667,164.93.22.227,44.221.102.153,-,-,20,0,0,1,56,3
60683,192.114.235.164,215.246.136.54,-,-,20,0,0,1,84,0
60919,145.14.165.208,216.6.40.36,-,-,20,0,0,1,56,3
61149,198.4.209.235,193.188.224.94,-,-,20,0,0,1,92,3
61281,164.191.23.54,33.213.36.74,-,-,20,0,0,1,56,11
61446,161.32.2.115,11.88.148.18,-,-,20,0,0,1,76,3
62016,44.121.38.207,192.114.232.31,-,-,20,0,0,1,64,8
62040,192.114.232.31,44.121.38.207,-,-,20,0,0,1,64,0
62157,192.114.235.164,162.105.75.118,-,-,20,0,0,1,84,0
62768,164.191.23.52,47.144.204.209,-,-,20,0,0,1,56,11
63130,88.28.229.39,182.77.186.32,-,-,20,0,0,1,92,8
63495,164.66.0.236,198.210.162.77,-,-,20,0,0,1,56,3
63688,88.29.178.224,192.114.137.91,-,-,20,0,0,1,92,8
64321,92.161.32.154,193.59.120.210,-,-,20,0,0,1,92,8
64426,192.114.232.31,95.98.45.49,-,-,20,0,0,1,64,0
64715,182.77.228.29,46.213.156.72,-,-,20,0,0,1,56,3
64978,223.0.152.76,193.20.180.50,-,-,20,0,0,1,84,8
65152,92.11.198.90,164.143.51.168,-,-,20,0,0,1,64,8
65181,212.198.172.96,192.114.227.236,-,-,20,0,0,1,1492,8
65189,192.114.227.236,212.198.172.96,-,-,20,0,0,1,1492,0
65507,193.244.23.205,192.122.181.77,-,-,20,0,0,1,56,3
65717,161.32.88.224,92.18.129.90,-,-,20,0,0,1,56,3
66492,164.143.133.25,45.177.22.76,-,-,20,0,0,1,60,8
66556,49.86.2.61,192.114.235.164,-,-,20,0,0,1,84,8
66597,192.114.235.164,49.86.2.61,-,-,20,0,0,1,84,0
66877,192.114.235.164,213.208.244.247,-,-,20,0,0,1,64,0
66996,164.191.23.54,48.159.34.74,-,-,20,0,0,1,56,11
67034,212.198.172.96,192.114.227.240,-,-,20,0,0,1,1492,8
67037,117.77.226.38,193.188.237.228,-,-,20,0,0,1,92,8
67074,192.114.227.240,212.198.172.96,-,-,20,0,0,1,1492,0
67180,198.4.209.235,164.191.22.230,-,-,20,0,0,1,81,3
67573,193.188.201.161,32.165.200.159,-,-,20,0,0,1,28,0
67666,46.243.144.105,193.20.182.96,-,-,20,0,0,1,438,3
68536,164.66.198.147,92.198.149.97,-,-,20,0,0,1,88,3
68537,164.66.198.147,198.210.162.77,-,-,20,0,0,1,76,3
68538,164.66.198.147,92.198.149.97,-,-,20,0,0,1,88,3
68582,145.14.165.208,92.97.53.234,-,-,20,0,0,1,56,3
68778,192.114.235.164,43.24.48.171,-,-,20,0,0,1,64,0
69679,182.77.165.226,198.182.189.59,-,-,20,0,0,1,56,3
70457,94.7.62.193,193.20.180.152,-,-,20,0,0,1,56,3
70556,217.122.63.0,145.120.28.81,-,-,20,0,0,1,92,8
70852,164.143.133.25,44.35.98.108,-,-,20,0,0,1,60,8
70917,47.201.52.31,193.188.238.80,-,-,20,16,0,1,92,8
70942,208.58.230.127,193.20.180.129,-,-,20,0,0,1,84,8
71176,186.145.213.7,47.241.208.16,-,-,20,0,0,1,28,8
71561,192.114.236.69,53.130.232.33,-,-,20,0,0,1,84,8
71658,182.77.129.37,51.249.187.88,-,-,20,0,0,1,56,3
71769,182.77.242.116,221.2.11.36,-,-,20,0,0,1,56,3
71770,164.191.23.54,92.97.53.234,-,-,20,0,0,1,56,11
71904,164.191.23.52,167.155.105.87,-,-,20,0,0,1,56,11
72070,192.114.236.69,146.199.181.46,-,-,20,0,0,1,84,8
72074,192.114.236.69,44.136.240.183,-,-,20,0,0,1,84,8
72619,197.74.119.68,193.20.182.96,-,-,20,0,0,1,56,3
72627,92.11.198.90,164.143.51.168,-,-,20,0,0,1,64,8
72778,212.198.172.96,192.114.227.236,-,-,20,0,0,1,1492,8
72781,192.114.227.236,212.198.172.96,-,-,20,0,0,1,1492,0
72838,161.32.2.25,206.229.156.127,-,-,20,0,0,1,1028,0
72926,182.77.40.173,88.203.61.140,-,-,20,0,0,1,56,3
73074,164.191.23.54,92.178.93.211,-,-,20,0,0,1,56,11
73084,150.4.85.128,164.66.46.64,-,-,20,0,0,1,56,3
73085,150.4.85.128,164.66.46.64,-,-,20,0,0,1,56,3
73274,164.191.23.52,92.122.223.44,-,-,20,0,0,1,56,11
73326,192.114.235.164,200.105.73.112,-,-,20,0,0,1,84,0
73507,202.139.135.75,192.114.232.31,-,-,20,0,0,1,84,8
73531,192.114.232.31,202.139.135.75,-,-,20,0,0,1,84,0
73602,193.188.219.31,220.82.66.16,-,-,20,0,0,1,84,8
73706,220.82.66.16,193.188.219.31,-,-,20,0,0,1,84,0
74051,164.191.23.52,46.13.147.22,-,-,20,0,0,1,56,11
74061,49.12.133.134,192.114.235.164,-,-,20,0,0,1,64,8
74092,44.136.240.183,192.114.236.69,-,-,20,0,0,1,84,0
74095,192.114.235.164,49.12.133.134,-,-,20,0,0,1,64,0
74251,192.168.16.77,47.241.208.16,-,-,20,0,0,1,28,8
74305,182.77.197.57,92.68.221.12,-,-,20,0,0,1,56,3
74823,212.198.172.96,192.114.227.240,-,-,20,0,0,1,1492,8
74852,192.114.227.240,212.198.172.96,-,-,20,0,0,1,1492,0
75353,95.37.15.30,192.114.232.31,-,-,20,0,0,1,64,8
75385,192.114.232.31,95.37.15.30,-,-,20,0,0,1,64,0
75585,41.133.111.105,192.114.193.157,-,-,20,0,0,1,92,8
75883,164.191.23.52,11.25.39.129,-,-,20,0,0,1,56,11
76033,164.66.53.78,182.229.176.59,-,-,20,0,0,1,112,3
76339,40.168.43.45,193.188.200.180,-,-,20,0,0,1,92,8
76376,192.117.181.16,40.168.43.45,-,-,20,0,0,1,56,3
76854,193.82.44.176,193.188.219.31,-,-,20,48,0,1,68,3
76855,193.82.44.176,193.188.219.31,-,-,20,48,0,1,72,3
76932,199.99.109.216,192.114.237.209,-,-,20,0,0,1,78,8
76961,192.114.237.209,199.99.109.216,-,-,20,0,0,1,78,0
76976,216.137.161.161,193.188.200.34,-,-,20,0,0,1,92,8
77118,209.4.157.196,193.188.222.64,-,-,20,0,0,1,84,8
77355,193.188.201.161,32.165.200.159,-,-,20,0,0,1,28,0
78103,193.42.180.159,192.114.232.31,-,-,20,0,0,1,84,8
78124,192.114.232.31,193.42.180.159,-,-,20,0,0,1,84,0
78187,11.43.225.125,193.176.204.151,-,-,20,0,0,1,92,8
78950,164.84.59.159,201.6.102.74,-,-,20,0,0,1,56,3
78972,182.77.56.70,11.20.106.144,-,-,20,0,0,1,56,3
79461,164.191.23.52,221.2.11.36,-,-,20,0,0,1,56,11
79487,193.244.23.205,192.32.194.204,-,-,20,0,0,1,56,3
79676,149.198.203.106,33.213.36.74,-,-,20,0,0,1,56,11
79778,150.4.85.128,164.66.46.64,-,-,20,0,0,1,56,3
80098,192.160.33.250,182.77.233.162,-,-,20,0,0,1,56,3
80464,192.114.235.164,43.25.24.76,-,-,20,0,0,1,64,0
81259,212.198.172.96,192.114.227.236,-,-,20,0,0,1,1492,8
81268,192.114.227.236,212.198.172.96,-,-,20,0,0,1,1492,0
81717,223.0.152.76,193.20.180.50,-,-,20,0,0,1,84,8
82035,197.196.43.141,193.188.222.152,-,-,20,0,0,1,56,8
82189,95.37.15.30,192.114.234.162,-,-,20,0,0,1,64,8
82252,92.11.242.74,145.120.188.58,-,-,20,0,0,1,56,11
82253,92.11.195.224,145.120.188.58,-,-,20,0,0,1,56,11
82255,92.11.195.43,145.120.188.58,-,-,20,0,0,1,56,11
82297,192.114.235.164,162.102.31.223,-,-,20,0,0,1,84,0
82359,192.114.234.162,95.37.15.30,-,-,20,0,0,1,64,0
82755,182.77.138.58,218.24.73.220,-,-,20,0,0,1,56,3
82798,164.191.23.52,94.229.198.96,-,-,20,0,0,1,56,11
82836,149.198.202.137,205.214.143.93,-,-,20,0,0,1,56,3
83236,164.143.133.25,201.122.93.128,-,-,20,0,0,1,60,8
83314,198.4.209.235,193.188.224.67,-,-,20,0,0,1,92,3
83498,212.198.172.96,192.114.227.240,-,-,20,0,0,1,1492,8
83500,193.188.204.111,92.122.223.44,-,-,20,0,0,1,56,3
83515,192.114.227.240,212.198.172.96,-,-,20,0,0,1,1492,0
83691,192.114.232.31,184.154.104.114,-,-,20,0,0,1,84,0
83766,164.191.23.52,92.110.84.47,-,-,20,0,0,1,56,11
83865,162.172.138.189,145.120.188.58,-,-,20,0,0,1,168,11
83999,95.16.97.95,192.114.232.31,-,-,20,0,0,1,64,8
84028,192.114.232.31,95.16.97.95,-,-,20,0,0,1,64,0
84144,162.172.138.83,145.120.188.58,-,-,20,0,0,1,56,11
84186,193.76.86.15,164.143.51.169,-,-,20,0,0,1,113,3
84615,192.114.235.189,192.128.48.160,-,-,20,0,0,1,56,3
84617,192.114.235.189,192.128.48.160,-,-,20,0,0,1,56,3
84692,95.18.156.62,192.114.156.234,-,-,20,0,0,1,92,8
84701,93.74.218.91,192.114.140.103,-,-,20,0,0,1,92,8
84973,193.244.23.205,92.140.114.122,-,-,20,0,0,1,56,3
85023,164.191.23.52,48.159.34.74,-,-,20,0,0,1,56,11
85145,164.191.23.54,223.169.136.243,-,-,20,0,0,1,56,11
85224,161.32.242.17,218.12.58.190,-,-,20,0,0,1,56,3
85489,201.41.105.88,95.44.9.201,-,-,20,0,0,1,56,11
86500,182.77.171.52,92.97.53.234,-,-,20,0,0,1,56,3
86546,150.4.85.128,164.66.46.64,-,-,20,0,0,1,56,3
86787,221.240.233.192,192.114.173.139,-,-,20,0,0,1,92,8
87057,164.191.23.52,92.122.35.202,-,-,20,0,0,1,56,11
87074,182.77.170.109,167.155.105.87,-,-,20,0,0,1,56,3
87336,193.188.201.161,32.165.200.159,-,-,20,0,0,1,28,0
87364,208.58.230.127,193.20.180.129,-,-,20,0,0,1,84,8
87530,192.114.232.24,212.96.242.52,-,-,20,0,0,1,56,3
87660,192.114.236.69,53.130.232.33,-,-,20,0,0,1,84,8
87931,213.124.143.182,192.114.232.31,-,-,20,0,0,1,84,8
88108,164.191.23.54,94.123.101.9,-,-,20,0,0,1,56,11
88216,192.114.236.69,146.199.181.46,-,-,20,0,0,1,84,8
88252,192.114.236.69,44.136.240.183,-,-,20,0,0,1,84,8
88259,149.198.203.108,45.171.161.20,-,-,20,0,0,1,56,11
88309,193.244.23.205,192.26.243.7,-,-,20,0,0,1,56,3
88329,197.196.43.141,192.114.232.16,-,-,20,0,0,1,56,8
88335,192.114.232.16,197.196.43.141,-,-,20,0,0,1,56,0
88563,192.114.232.16,95.44.9.201,-,-,20,48,0,1,56,11
88944,149.198.203.108,42.182.127.224,-,-,20,0,0,1,56,11
89118,193.244.23.205,92.140.114.122,-,-,20,0,0,1,56,3
89163,161.32.2.25,206.229.156.127,-,-,20,0,0,1,1028,0
89217,212.198.172.96,192.114.227.236,-,-,20,0,0,1,1492,8
89225,192.114.234.162,47.149.28.150,-,-,20,0,0,1,92,0
89227,192.114.227.236,212.198.172.96,-,-,20,0,0,1,1492,0
89233,150.4.85.128,164.66.46.64,-,-,20,0,0,1,56,3
89238,164.191.23.54,94.123.101.9,-,-,20,0,0,1,56,11
89384,192.114.238.225,43.53.34.76,-,-,20,0,0,1,56,3
89408,218.236.4.214,193.188.227.98,-,-,20,0,0,1,92,8
90267,44.136.240.183,192.114.236.69,-,-,20,0,0,1,84,0
90284,193.244.23.205,192.56.203.143,-,-,20,0,0,1,56,3
90401,92.237.141.62,145.120.66.112,-,-,20,0,0,1,92,8
91315,212.198.172.96,192.114.227.240,-,-,20,0,0,1,1492,8
91342,192.114.227.240,212.198.172.96,-,-,20,0,0,1,1492,0
91660,192.114.235.164,44.44.42.163,-,-,20,0,0,1,84,0
92249,192.108.119.243,192.114.140.189,-,-,20,0,0,1,84,8
93166,49.86.8.60,192.114.235.164,-,-,20,0,0,1,64,8
93177,193.78.46.231,193.20.182.96,-,-,20,48,0,1,276,3
93183,192.114.235.164,49.86.8.60,-,-,20,0,0,1,64,0
93397,164.66.0.236,220.178.180.188,-,-,20,0,0,1,56,3
93398,164.66.0.236,218.12.58.190,-,-,20,0,0,1,56,3
93426,221.240.233.192,193.59.122.8,-,-,20,0,0,1,92,8
94030,221.66.197.91,193.188.222.144,-,-,20,0,0,1,92,8
94086,192.114.239.48,196.0.156.7,-,-,20,0,0,1,56,3
94667,192.114.234.146,89.110.142.239,-,-,20,0,0,1,56,3
95111,47.173.7.66,192.114.146.90,-,-,20,0,0,1,92,8
96156,161.32.171.13,35.3.244.80,-,-,20,0,0,1,56,3
96280,164.66.218.152,192.17.194.1,-,-,20,0,0,1,56,3
96388,164.191.23.52,46.13.147.22,-,-,20,0,0,1,56,11
96476,164.191.23.52,221.228.115.230,-,-,20,0,0,1,56,11
96797,164.93.229.20,33.213.36.74,-,-,20,0,0,1,56,3
96933,164.66.245.41,48.173.128.34,-,-,20,0,0,1,56,3
96978,193.188.201.161,32.165.200.159,-,-,20,0,0,1,28,0
97158,92.11.242.74,145.120.188.51,-,-,20,0,0,1,56,11
97164,92.21.111.165,145.120.188.51,-,-,20,0,0,1,56,11
97426,92.11.195.194,145.120.188.51,-,-,20,0,0,1,56,11
97743,193.119.45.167,193.20.180.68,-,-,20,0,0,1,1044,8
97774,212.198.172.96,192.114.227.236,-,-,20,0,0,1,1492,8
97793,192.114.227.236,212.198.172.96,-,-,20,0,0,1,1492,0
98178,160.72.3.171,46.224.114.55,-,-,20,0,0,1,88,3
98353,218.220.45.106,192.114.241.178,-,-,20,0,0,1,92,8
98750,162.172.141.19,145.120.188.51,-,-,20,0,0,1,168,11
98769,162.172.140.128,145.120.188.51,-,-,20,0,0,1,56,11
99058,223.0.152.76,193.20.180.50,-,-,20,0,0,1,84,8
99454,216.198.249.206,193.188.254.51,-,-,20,0,0,1,92,8
99625,212.198.172.96,192.114.227.240,-,-,20,0,0,1,1492,8
99636,192.114.227.240,212.198.172.96,-,-,20,0,0,1,1492,0
99892,192.114.232.3,222.202.56.220,-,-,20,0,0,1,56,3
